Document Title;Topic 0 Weight;Topic 1 Weight;Topic 2 Weight;Topic 3 Weight;Topic 4 Weight;Topic 5 Weight;Topic 6 Weight;Topic 7 Weight;Topic 8 Weight;Topic 9 Weight
femina_merged;10.272.727;9.909.091;10.909.091;12.454.546;10.363.636;8.090.909;9.272.727;8.818.182;9.545.454;10.363.636
