sentence_id,documento,orden_frase,tema,keyword_detectada,frase_original,frase_normalizada,n_palabras
filipinas_001866,filipinas,1866,educacion,educación,"La educación de estos primeros tiempos, es el fondo, es la base de todo lo que más adelante recibirá desarrollo en una educación más am pliada y que ha de tener aplicación durante todo el curso de la vida, En cualquier nego cio ó empresa, el todo depende del principio es una verdad trivial á fuerza de ser verda dera; pero, sobre todo, tratándose de educa ción, es preciso tener esmeradísimo cuidado y atenerse a los mejores y más sólidos principios, sentarlos fijamente desde luego, y seguirlos después con perseverancia.",la educacion de estos primeros tiempos es el fondo es la base de todo lo que mas adelante recibira desarrollo en una educacion mas am pliada y que ha de tener aplicacion durante todo el curso de la vida en cualquier nego cio o empresa el todo depende del principio es una verdad trivial a fuerza de ser verda dera pero sobre todo tratandose de educa cion es preciso tener esmeradisimo cuidado y atenerse a los mejores y mas solidos principios sentarlos fijamente desde luego y seguirlos despues con perseverancia,90
filipinas_001867,filipinas,1867,educacion,educación,"Oíd como se expresa Platón, el célebre filósofo de la antiguedad: ""En cualquier asunto, el principal quehacer está en el comenzar, mayormente, tratándose de séres niños y tiernos, porque entonces es cuando se modelan y reciben el sello que se les quiere imprimir.” Hay padres completamente ignorantes de su obligación respecto á la primera educación de sus hijos, y sobre todo, tan imprudentes en la selección de los que cuidan á los niños, que es inútil insistir sobre eete punto, y para ello vitaremos lo que decía sobre el particular Plutarco: ""Hay que poner todo esmero y atención en escojer nodrizas que se encarguen de la primera educación.",oid como se expresa platon el celebre filosofo de la antiguedad en cualquier asunto el principal quehacer esta en el comenzar mayormente tratandose de seres ninos y tiernos porque entonces es cuando se modelan y reciben el sello que se les quiere imprimir hay padres completamente ignorantes de su obligacion respecto a la primera educacion de sus hijos y sobre todo tan imprudentes en la seleccion de los que cuidan a los ninos que es inutil insistir sobre eete punto y para ello vitaremos lo que decia sobre el particular plutarco hay que poner todo esmero y atencion en escojer nodrizas que se encarguen de la primera educacion,108
filipinas_001867,filipinas,1867,hogar,hijos,"Oíd como se expresa Platón, el célebre filósofo de la antiguedad: ""En cualquier asunto, el principal quehacer está en el comenzar, mayormente, tratándose de séres niños y tiernos, porque entonces es cuando se modelan y reciben el sello que se les quiere imprimir.” Hay padres completamente ignorantes de su obligación respecto á la primera educación de sus hijos, y sobre todo, tan imprudentes en la selección de los que cuidan á los niños, que es inútil insistir sobre eete punto, y para ello vitaremos lo que decía sobre el particular Plutarco: ""Hay que poner todo esmero y atención en escojer nodrizas que se encarguen de la primera educación.",oid como se expresa platon el celebre filosofo de la antiguedad en cualquier asunto el principal quehacer esta en el comenzar mayormente tratandose de seres ninos y tiernos porque entonces es cuando se modelan y reciben el sello que se les quiere imprimir hay padres completamente ignorantes de su obligacion respecto a la primera educacion de sus hijos y sobre todo tan imprudentes en la seleccion de los que cuidan a los ninos que es inutil insistir sobre eete punto y para ello vitaremos lo que decia sobre el particular plutarco hay que poner todo esmero y atencion en escojer nodrizas que se encarguen de la primera educacion,108
filipinas_001868,filipinas,1868,mujer,madre,"Efectivamente, si es necesario modelar los miembros de los niños, en cuanto vienen á este mundo, para que no contraigan una deformidad física, nunca será demasiado pronto para formar su carácter y sus costumbres""' Deben, por consiguiente, los padres de un niño, especialmente la madre, fijar mucho su atención en los criados y demás personas que rodean al niño, porque lo que éste aprende cuando empieza á hablar y á tener conciencia del mundo exterior, puede grabarse profundamente en su ánimo.",efectivamente si es necesario modelar los miembros de los ninos en cuanto vienen a este mundo para que no contraigan una deformidad fisica nunca sera demasiado pronto para formar su caracter y sus costumbres deben por consiguiente los padres de un nino especialmente la madre fijar mucho su atencion en los criados y demas personas que rodean al nino porque lo que este aprende cuando empieza a hablar y a tener conciencia del mundo exterior puede grabarse profundamente en su animo,81
filipinas_001880,filipinas,1880,mujer,mujer,"La Educación de la Mujer para concederle como es justo, parte en la dirección de los pueblos, en ciertos, deter minados y adecuados servicios de la economía administrativa es por dos causas.",la educacion de la mujer para concederle como es justo parte en la direccion de los pueblos en ciertos deter minados y adecuados servicios de la economia administrativa es por dos causas,32
filipinas_001880,filipinas,1880,educacion,educación,"La Educación de la Mujer para concederle como es justo, parte en la dirección de los pueblos, en ciertos, deter minados y adecuados servicios de la economía administrativa es por dos causas.",la educacion de la mujer para concederle como es justo parte en la direccion de los pueblos en ciertos deter minados y adecuados servicios de la economia administrativa es por dos causas,32
filipinas_001881,filipinas,1881,mujer,mujer,"La primera por la justicia, y la segunda porque en la mujer se encuentran condiciones que para ciertos servicios no tiene, el hombre.",la primera por la justicia y la segunda porque en la mujer se encuentran condiciones que para ciertos servicios no tiene el hombre,23
filipinas_001883,filipinas,1883,religion,dios,La creación misma es un acto del amor inflnito de Dios.,la creacion misma es un acto del amor inflnito de dios,11
filipinas_001890,filipinas,1890,mujer,mujer,"Entre una mujer y un hombre jóven es casi imposible una amistad sincera; si subsiste 1a mútua simpatía, bien pronto la amistad se transforma en amor.",entre una mujer y un hombre joven es casi imposible una amistad sincera si subsiste 1a mutua simpatia bien pronto la amistad se transforma en amor,26
filipinas_001896,filipinas,1896,patria,patria,"PAGINA LITERARIA LA HUERFANA (Conclusión) A tu Pátria, es decir á Filipinas has de consagrarla un amor grande cuyas raices han de hallarse bien arraigadas en tu alma y en tu corazón.",pagina literaria la huerfana conclusion a tu patria es decir a filipinas has de consagrarla un amor grande cuyas raices han de hallarse bien arraigadas en tu alma y en tu corazon,32
