Document Title;Topic 0 Weight;Topic 1 Weight;Topic 2 Weight;Topic 3 Weight;Topic 4 Weight;Topic 5 Weight;Topic 6 Weight;Topic 7 Weight;Topic 8 Weight;Topic 9 Weight
heraldo_merged;10.090.909;8.909.091;12;9.818.182;8.727.273;10.181.818;8.636.364;10.090.909;10.363.636;11.181.818
