Document Title;Topic 0 Weight;Topic 1 Weight;Topic 2 Weight;Topic 3 Weight;Topic 4 Weight;Topic 5 Weight;Topic 6 Weight;Topic 7 Weight;Topic 8 Weight;Topic 9 Weight
filipinas_merged;10.636.364;10.818.182;10.909.091;9.363.636;9.454.545;10.090.909;9.272.727;9.636.363;10.363.636;9.454.545
