documento,n_frases,n_positivas,n_negativas,n_neutras,porcentaje_positivas,porcentaje_negativas,porcentaje_neutras,media_polaridad_bruta,media_polaridad_normalizada
heraldo,3045,787,170,2088,25.85,5.58,68.57,0.3612,0.011751
