embeddings	type	entity	entity_normalized	entity_normalized_clean	wikidata_qid
1,2,3	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
61,62	LOC	puerto Rico	Puerto Rico	Puerto Rico	
67,68,69	MISC	Knoler s ampel	Knoler s ampel	Knoler s ampel	
92,93	PER	T. AGUILAR	T. Aguilar	T. Aguilar	
103	LOC	Humaca	Humaca	Humaca	
164,165,166,167	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
182,183	LOC	SAN JUAN	San Juan	San Juan	
192,193	MISC	TRA FALDAS	TRA FALDAS	Tra Faldas	
262,263,264	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
266,267,268,269	MISC	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
336,337	PER	ISERN BENITEZ	ISERN BENITEZ	Isern Benitez	
344	PER	HERNANDEZ	HERNANDEZ	Hernandez	
432,433	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
475,476,477	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
490,491,492	MISC	Balsamo No I	Balsamo No I	Balsamo No I	
528,529,530	PER	Ana Roqué de Duprey	A. C. ROQUE	Ana Roque de Duprey	Q4750492
532,533	LOC	hotel Nacional	hotel Nacional	hotel Nacional	
535,536	LOC	San Juan	San Juan	San Juan	
544,545,546	MISC	Boletín Histórico de	Boletín Histórico de Puerto Rico	Boletín Histórico de Puerto Rico	
547,548	LOC	P. R.	Puerto Rico	Puerto Rico	
550	MISC	LEVADURA	LEVADURA	Levadura	
578,579,580	MISC	Royal Baking Pouder	Royal Baking Powder	Royal Baking Powder	
584,585	MISC	HERALDO DE	Heraldo de la Mujer	Heraldo de la Mujer	
586,587	ORG	LA MUJER	La Mujer Moderna	La Mujer Moderna	
589,590,591	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
603,604,605	MISC	ROYAL BARING POUDER	Royal Baking Powder	Royal Baking Powder	
643,644	MISC	ROTAL BARING	Royal Baking Powder	Royal Baking Powder	
654	MISC	RONAL	Ronal	Ronal	
662,663	MISC	la Ciernanse	la Ciernanse	la Ciernanse	
710,711,712,713,714,715,716	MISC	El Manual Roval del Panadero y pastelero	Manual Royal del Panadero y Pastelero	Manual Royal del Panadero y Pastelero	
743	ORG	Ua	Ua	Ua	
752	MISC	Royal	Royal	Royal	
763,764	MISC	RONAL BARING	Royal Baking Powder	Royal Baking Powder	
765,766	ORG	PONDER CO	PONDER CO	Ponder Co	
768,769	LOC	New York	Nueva York	Nueva York	
771	LOC	USA	USA	Usa	
777,778,779,780	MISC	HILIALDO DE LA MUEL	Heraldo de la Mujer	Heraldo de la Mujer	
784,785,786	ORG	Revista Quincenal Bilingue	Revista Quincenal Bilingue	Revista Quincenal Bilingue	
789,790,791,792,793,794	MISC	de los Derechos de la Mujer	Defensora de los Derechos de la Mujer	Revista Mensual Defensora de los Derechos de la Mujer	
799,800,801,802	PER	Ana Roqué de Duprey	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
805	ORG	ENCLISA	ENCLISA	Enclisa	
809,810,811	PER	Geraldine Maud Froscher	Geralaine Mana Froscher	Geraldine Maud Froscher	
869	LOC	HUMACAO	Humaca	Humaca	
908	LOC	Humacao	Humaca	Humaca	
911,912	MISC	D. R.	D. R.	R.	
924,925,926,927	PER	Ana Roqué de Duprey	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
931,932,933	PER	JOSEFA AGUAYO VENTURA	JOSEFA AGUAYO VENTURA	Josefa Aguayo Ventura	
935,936	MISC	La Redacción	DE LA REDACCIÓN	De la Redacción	
938,939,940,941	MISC	EMPRESTITO DE LA VICTORIA	EMPRESTITO DE LA VICTORIA	Emprestito de la Victoria	
944,945	PER	Alfredo Conzález	Alfredo Conzález	Alfredo González	
946,947,948,949	MISC	TODO EL MUNDO DESPERTA	Todo el mundo despierto	Todo el mundo despierto	
953,954,955,956	PER	Ana Roqué de Duprey	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
962,963,964,965	PER	Fidela M. de Rodríguez	Fidela M. de Rodríguez	Fidela M. de Rodríguez	
970,971	LOC	UNITED STATES	Estados Unidos	Estados Unidos	
983,984	PER	Davia oray	Davia oray	Davia oray	
992	PER	cerardine	cerardine	Geraldine Maud Froscher	
993,994	PER	Mala roscher	Geralaine Mana Froscher	Geraldine Maud Froscher	
997,998,999,1000	ORG	Heraldo de la Mujer	Heraldo de la Mujer	Heraldo de la Mujer	
1006,1007	MISC	Ateme JOCIAL	Ateme JOCIAL	Ateme JOCIAL	
1010,1011,1012,1013	PER	Margarita de brado PLUMAZOS	Margarita de brado PLUMAZOS	Margarita del Prado	
1017,1018,1019	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
1021,1022,1023,1024	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
1050,1051	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
1138	LOC	puerto	Puerto Rico	Puerto Rico	
1237	LOC	Europa	Europa	Europa	
1266,1267	LOC	Estados Unidos	Estados Unidos	Estados Unidos	
1293	LOC	Rico	Puerto Rico	Puerto Rico	
1534	LOC	Madrid	Madrid	Madrid	
1609	ORG	Estados	Estados Unidos	Estados Unidos	
1714	LOC	Europa	Europa	Europa	
1745,1746	ORG	PUERTO RICO	Puerto Rico	Puerto Rico	
1864	ORG	Estados	Estados Unidos	Estados Unidos	
1915	ORG	Cemaras	Cámara	Cámara	
1918,1919	LOC	PUERTO RICO	Puerto Rico	Puerto Rico	
2013,2014	PER	Ana Roqué	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
2019,2020,2021,2022	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
2026,2027,2028,2029	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
2071,2072	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
2077,2078,2079,2080	ORG	HERALDO DE LA MUJERN	Heraldo de la Mujer	Heraldo de la Mujer	
2085,2086,2087,2088,2089	MISC	PORTAESTANDARTE DE LA CULTURA FEMENINA	PORTAESTANDARTE DE LA CULTURA FEMENINA	Portaestandarte de la Cultura Femenina	
2154,2155,2156,2157	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
2248,2249,2250	ORG	LIGA INTERNACIONAL LAINOAMERICANA	LIGA INTERNACIONAL LAINOAMERICANA	Liga Internacional Lainoamericana	
2262,2263	LOC	América -Latina	Latinoamérica	Latinoamérica	
2310,2311	ORG	Pictorial Revien	Pictorial Review	Pictorial Review	
2313,2314	LOC	Nueva York	Nueva York	Nueva York	
2331,2332,2333,2334	ORG	Heraldo de la Mujer	Heraldo de la Mujer	Heraldo de la Mujer	
2339,2340	LOC	San Juan	San Juan	San Juan	
2344,2345,2346	MISC	LA FICINA POSTAL	LA FICINA POSTAL	La Ficina Postal	
2356	MISC	Postmaster	Postmaster	Postmaster	
2358	LOC	Humacao	Humaca	Humaca	
2374	MISC	Congreso	Congreso	Congreso	
2382,2383,2384,2385	ORG	HERALDO de la MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
2388	LOC	Humaca	Humaca	Humaca	
2391	MISC	R.	R.	R.	
2394,2395,2396,2397	PER	Ana Roqué de Duprey	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
2400	LOC	Humaca	Humaca	Humaca	
2403	MISC	R.	R.	R.	
2407,2408,2409,2410	PER	Ana Roqué de Duprey	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
2412	MISC	Humaca	Humaca	Humaca	
2414,2415	LOC	P. R.	Puerto Rico	Puerto Rico	
2419,2420,2421	PER	Geraldine Maud Froscher	Geralaine Mana Froscher	Geraldine Maud Froscher	
2424	PER	Manatí	Manatí	Manatí	
2426,2427	LOC	P. R.	Puerto Rico	Puerto Rico	
2431,2432,2433,2434	PER	Ana Roqué de Duprey	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
2436	LOC	Humaca	Humaca	Humaca	
2438,2439	LOC	P. R.	Puerto Rico	Puerto Rico	
2443,2444,2445,2446	PER	Ana Roque de Duprey	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
2448	LOC	Humaca	Humaca	Humaca	
2450,2451	LOC	P. R.	Puerto Rico	Puerto Rico	
2455,2456	PER	Gonzalez Fagundo	Francisco González Facundo	Francisco González Facundo	
2459,2460,2461	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
2467,2468,2469,2470	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
2472,2473,2474,2475,2476	MISC	EL EMPRESIIIO de la VICIURIA	EL EMPRESIIIO de la VICIURIA	EL EMPRESIIIO de la VICIURIA	
2482,2483	PER	Joseta Aguavo	Joseta Aguavo	Josefa Aguayo Ventura	
2616,2617	ORG	Estados Unidos	Estados Unidos	Estados Unidos	
2922,2923	PER	Alfredo Gonrales	Alfredo Gonrales	Alfredo Gonzales	
2964	ORG	La	LA	La	
2965	MISC	Redacción	DE LA REDACCIÓN	De la Redacción	
2972	MISC	Portada	Portada	Portada	
2979,2980	PER	Sra .	Sra .		
2982,2983,2984	PER	Aguayo de ventura	Aguayo de Ventura	Josefa Aguayo Ventura	
3005,3006,3007,3008,3009	MISC	Bareorola Lencioje de Ruen meveres	Bareorola Lencioje de Ruen meveres	Bareorola Lencioje de Ruen meveres	
3016,3017,3018,3019	MISC	Plario á la virnen	Plario á la virnen	Plario á la virnen	
3078,3079	PER	Sra .	Sra .		
3081,3082,3083	PER	Aguayo de ventura	Aguayo de Ventura	Josefa Aguayo Ventura	
3097	PER	Enterne	Euterpe	Euterpe	Q104012
3134	PER	Morart	Morart	Morart	
3137	PER	Belini	Belini	Giovanni Bellini	Q17169
3166	PER	Aruista	Aruista	Aruista	
3186,3187	MISC	E PENAMIENIO	E PENAMIENIO	Pensamiento	
3206	PER	Dios	Dios	Dios	Q190
3267	MISC	Naturaleza	Naturaleza	Naturaleza	
3271	PER	Dios	Dios	Dios	Q190
3306	LOC	Borinquen	Boriquén	Boriquén	
3347,3348,3349,3350	ORG	Heraldo de la Mujer	Heraldo de la Mujer	Heraldo de la Mujer	
3352,3353	ORG	Pictorial RevienSi	Pictorial Review	Pictorial Review	
3378,3379,3380	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
3382,3383,3384,3385	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
3572	PER	MARINA	MARINA	Marina	
3598	LOC	Castillo	Castillo	Castillo	
3629	MISC	Patria	Patria	Patria	
3703	LOC	Castillo	Castillo	Castillo	
3741	MISC	idela	idela	idela	
3742,3743,3744	PER	N. de Rodriquez	N. de Rodriquez	N. de Rodriquez	
3747,3748,3749	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
3751,3752,3753,3754	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
3785,3786,3787	PER	GERALDINE MADO FROSCHER	GERALDINE MADO FROSCHER	Geraldine Maud Froscher	
3799,3800	LOC	UNITED STATES	Estados Unidos	Estados Unidos	
3870	ORG	Wvoming	Wvoming	Wvoming	
3897,3898,3899	ORG	National Sufrage Association	National Sufrage Association	National Sufrage Association	
3904	MISC	Aaguiarian	Aaguiarian	Aaguiarian	
3914,3915,3916,3917,3918	ORG	Nacional American Women Sufrage Aesociation	National American Woman Suffrage Assotiation	National American Woman Suffrage Assotiation	
3968,3969	MISC	National american	National American	National American	
3997,3998,3999	ORG	National Voters League	National Voters League	National Voters League	
4009,4010,4011	MISC	International Woman Conference	International Woman Conference	International Woman Conference	
4014	LOC	Berne	Berne	Berne	
4063	PER	Sonmino	Sonmino	Sonmino	
4079	LOC	paris	París	París	
4087	PER	Julier	Julier	Julier	
4089	PER	Roblee	Roblee	Roblee	
4131	ORG	Conference	Conference	Conference	
4181	ORG	Ua	Ua	Ua	
4185,4186,4187	MISC	leraldo de la	Heraldo de la Mujer	Heraldo de la Mujer	
4189	MISC	Mujer	Mujer	Mujer	
4197,4198,4199,4200,4201	ORG	I . F. C. A.	I . F. C. A.	I. F. C. A.	
4206	MISC	Americanization	Americanization	Americanization	
4209	MISC	Romen	Romen	Romen	
4212,4213,4214	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
4216,4217,4218,4219	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
4240	PER	Langdon	A. Langdon	Arthur Langdon	
4261	PER	Conte	Conte	Conte	
4394	LOC	France	Francia	Francia	
4406	LOC	France	Francia	Francia	
4432	LOC	prance	Francia	Francia	
4439	LOC	Sosin	Sosin	Sosin	
4442	LOC	prance	Francia	Francia	
4458	MISC	vonBuelos	vonBuello	vonBuello	
4487,4488,4489	PER	Frieda von Buelos	Frieda von Buelos	Frieda von Bülow	Q1456366
4543	PER	Vandermore	Vandermore	Vandermore	
4601	PER	Langdon	A. Langdon	Arthur Langdon	
4621	LOC	pespara	España	España	
4632	MISC	Madame	Madama	Madama	
4677	MISC	Madama	Madama	Madama	
4706	LOC	Francia	Francia	Francia	
4716	LOC	Rausmon	Rausmont	Rausmont	
4720	LOC	pespara	España	España	
4736,4737	LOC	Estados Unidos	Estados Unidos	Estados Unidos	
4745	ORG	Francia	Francia	Francia	
4796	LOC	Espana	España	España	
4803	LOC	Francia	Francia	Francia	
4818,4819,4820	PER	prida von puelo	prida von puelo	Frieda von Bülow	Q1456366
4834	PER	Rausmont	Rausmont	Rausmont	
4838	LOC	Despara	España	España	
4857	PER	vonBuello	vonBuello	Frieda von Bülow	Q1456366
4885	LOC	Vandermore	Vandermore	Vandermore	
4957	PER	Ravier	Ravier	François-Auguste Ravier	Q3083302
4976	LOC	Francia	Francia	Francia	
4981,4982	LOC	Elis islana	Elis islana	Elis islana	
4985,4986,4987	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
4989,4990,4991,4992	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
5000,5001	PER	Arthur Langdon	Arthur Langdon	Arthur Langdon	
5005,5006,5007	LOC	St . Cruz	St . Cruz	St. Cruz	
5079,5080	PER	H. Langon	A. Langdon	Arthur Langdon	
5122,5123	PER	A. Langdon	A. Langdon	Alvin Langdon Coburn	Q449156
5125,5126	LOC	Sta .	Sta .	Sta.	
5128	LOC	Cruz	Cruz	Cruz	
5149	LOC	Vandemore	Vandermore	Vandermore	
5174	MISC	Mame	Mame	Mame	
5202	PER	Langdon	A. Langdon	Arthur Langdon	
5222	MISC	Mime	Mime	Mime	Q54999673
5249	MISC	Sales	Sales	Sales	
5308,5309	MISC	latin american	Latinoamérica	Latinoamérica	
5316	MISC	LATIN	Latín	Latín	
5324,5325	PER	Marie Bonnevialo	Marie Bonnevialo	Marie Bonnevial	Q3292387
5328	LOC	Parison	Parison	Parison	
5340	LOC	France	Francia	Francia	
5349,5350	ORG	National Counsel	National Counsel	National Counsel	
5353	LOC	France	Francia	Francia	
5368	LOC	France	Francia	Francia	
5373	PER	Bonuevial	Bonuevial	Marie Bonnevial	Q3292387
5395	PER	Bonevial	Bonevial	Marie Bonnevial	Q3292387
5414,5415,5416,5417,5418,5419,5420,5421	ORG	Liga Española para el progreso de la Mujer	Liga Española para el progreso de la Mujer	Liga Española para el progreso de la Mujer	
5424	LOC	Valencia	Valencia	Valencia	
5426	LOC	Spain	Spain	Spain	
5443	ORG	Liga	Liga	Liga	
5449,5450,5451	PER	Ana C. Bernel	Ana C. Bernel	Amalia Carvia Bernal	Q62267019
5457,5458	PER	Amalia Carvia	Amalia Carvia	Amalia Carvia Bernal	Q62267019
5466	LOC	Mexico	Mexico	Mexico	
5477,5478	MISC	Latin American	Latinoamérica	Latinoamérica	
5494	LOC	america	América	América	
5509	PER	Clemenceano	Clemencean	Clemencean	
5510	LOC	France	Francia	Francia	
5551	LOC	Chambers	Chambers	Chambers	
5557	ORG	Senate	Senate	Senate	
5561	LOC	Perú	Perú	Perú	
5588	LOC	Perá	Pera	Pera	
5666	MISC	Covernor	Covernor	Governor	
5669,5670	MISC	C .	C .	C.	
5672	PER	Mecartivis	Mecartivis	Mecartivis	
5691	MISC	Hawalian	Hawalian	Hawalian	
5706,5707,5708,5709	MISC	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
5712	PER	BENEN	BENEN	Benen	
5747	LOC	amerca	América	América	
5755,5756	LOC	Porto RicoAyuntamiento	Porto RicoAyuntamiento	Porto RicoAyuntamiento	
5757	ORG	de	de	de	
5758	LOC	Madrid	Madrid	Madrid	
5761,5762,5763	MISC	DE LA MUJER	DE LA MUJER	Heraldo de la Mujer	
5784	LOC	España	España	España	
5827	LOC	España	España	España	
5910	LOC	España	España	España	
5950	MISC	Manifesto	Manifesto	Manifesto	
5957,5958	ORG	Mujeres Españolas	Mujeres Españolas	Mujeres Españolas	
6215	MISC	Manifesto	Manifesto	Manifesto	
6522,6523,6524,6525	PER	Ana Roque de Dupren	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
6531,6532,6533,6534,6535	MISC	Manifiesto de las Mujeres Españolas	Manifiesto de las Mujeres Españolas	Manifiesto de las Mujeres Españolas	
6543,6544,6545	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
6547,6548,6549,6550	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
6617	MISC	Vengan	Vengan	Vengan	
6650	LOC	Canada	Canadá	Canadá	
6676	LOC	Daton	Daton	Daton	
6678	LOC	Mineo	Mineo	Mineo	
6681	LOC	la	LA	La	
6694	MISC	Libertad	Libertad	Libertad	
6707	LOC	Mincola	Abraham Lincoln	Abraham Lincoln	
6710	LOC	L.	L.	L.	
6732	ORG	Albania	Albania	Albania	
6735,6736,6737,6738	MISC	Conferencia de la paz	Conferencia de la Paz	Conferencia de la Paz	
6742	PER	Clemencean	Clemencean	Clemencean	
6749,6750	ORG	Estados Unidos	Estados Unidos	Estados Unidos	
6779	LOC	Montenero	Montenegro	Montenegro	
6782	LOC	servia	Servia	Servia	
6786	LOC	Euro	Europa	Europa	
6788	LOC	Norte	Norte	Norte	
6792	ORG	Grecia	Crecia	Crecia	
6794	ORG	Albania	Albania	Albania	
6796,6797,6798	ORG	LOS PAISES AMERICANOS	LOS PAISES AMERICANOS	Los Paises Americanos	
6804	LOC	Portugal	Portugal	Portugal	
6810,6811,6812	ORG	Comisión de Finanzas	Comisión de Finanzas	Comisión de Finanzas	
6819,6820,6821	ORG	Comisión de Finanzas	Comisión de Finanzas	Comisión de Finanzas	
6834	LOC	Europa	Europa	Europa	
6836	ORG	Perá	Pera	Pera	
6843	LOC	Bolivia	Bolivia	Bolivia	
6845	LOC	panama	Panamá	Panamá	
6847	LOC	portuna	portuna	portuna	
6851	ORG	Ecuador	Ecuador	Ecuador	
6856,6857	MISC	Latino Americanos	Latinoamérica	Latinoamérica	
6873	ORG	Consejo	Consejo	Consejo	
6883	ORG	Comisión	Comisión	Comisión	
6928,6929	LOC	Europa Belgica	Europa Belgica	Europa Belgica	
6931	LOC	Cuehojovalia	Cuehojovalia	Cuehojovalia	
6933	LOC	Polonia	Polonia	Polonia	
6935	LOC	Portural	Portugal	Portugal	
6937	LOC	Rumania	Rumania	Rumania	
6939	LOC	Servia	Servia	Servia	
6942,6943	LOC	Sur América	Sudamérica	Sudamérica	
6945	LOC	polvia	polvia	polvia	
6947	LOC	prafil	prafil	prafil	
6949	LOC	Cuba	Cuba	Cuba	
6951	LOC	Pa.	Pa.	Pa.	
6953	LOC	nama	nama	nama	
6955	LOC	Perú	Perú	Perú	
6958	LOC	Ecuador	Ecuador	Ecuador	
6960	LOC	Uruguay	Uruguay	Uruguay	
6963	LOC	Asia	Asia	Asia	
6965	ORG	China	China	China	
6967	ORG	Siam	Siam	Siam	
6971	MISC	Sur-Americanos	Sur-Americanos	Sur-Americanos	
7014	ORG	Sia	Sia	Sia	
7023	LOC	BELGICA	Bélgica	Bélgica	
7025	LOC	HOLANDA	Holanda	Holanda	
7040	ORG	Francia	Francia	Francia	
7042	LOC	Austria	Austria	Austria	
7044	LOC	Rusia	Rusia	Rusia	
7066	ORG	alemania	Alemania	Alemania	
7075	LOC	Bigica	Bélgica	Bélgica	
7079	ORG	Belgica	Bélgica	Bélgica	
7086	ORG	Holanda	Holanda	Holanda	
7101	ORG	Alemania	Alemania	Alemania	
7135	PER	Rosia	Rosia	Rosia	
7144	LOC	Suiza	Suiza	Suiza	
7151	LOC	París	París	París	
7170	PER	ROBERTS	Roberts	Roberts	
7187	PER	Roberts	Roberts	Roberts	
7189,7190	LOC	Newcastle inglaterra	Newcastle inglaterra	Newcastle inglaterra	
7192	LOC	Rumana	Rumania	Rumania	
7194	LOC	Servia	Servia	Servia	
7196	LOC	Austria	Austria	Austria	
7198	LOC	Alemania	Alemania	Alemania	
7213	ORG	Alizados	Alizados	Alizados	
7257	LOC	Europa	Europa	Europa	
7291	LOC	ITALIA	Italia	Italia	
7301	PER	Hoover	Hoover	Herbert Hoover	Q35236
7311	LOC	Austria	Austria	Austria	
7313	LOC	Hangría	Hangría	Hangría	
7320	LOC	Alemania	Alemania	Alemania	
7339	LOC	Sir	Sir	Sir	
7350,7351,7352	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
7354,7355,7356,7357	ORG	HERALDO DE LA MUJER.	Heraldo de la Mujer	Heraldo de la Mujer	
7361	LOC	Labade	Labade	Labade	
7373	PER	Hoyver	Hoyver	Herbert Hoover	Q35236
7400	ORG	Comite	Comite	Comite	
7446	LOC	Cadia	Cadia	Cadia	
7481	ORG	El	EL	El	
7482,7483	MISC	pensil Caditano	pensil Caditano	pensil Caditano	
7489,7490,7491,7492	PER	Magarita paren de Ceis	Magarita Paren de Ceis	Magarita Paren de Ceis	
7545	MISC	mujer	Mujer	Mujer	
7548	MISC	sociedad	sociedad	Sociedades	
7558,7559,7560	MISC	Da Rosa Harina	Da Rosa Harina	Da Rosa Harina	
7567,7568,7569,7570	PER	Margarita peren de Cela	Magarita Paren de Ceis	Magarita Paren de Ceis	
7602	LOC	Espana	España	España	
7618,7619,7620,7621	PER	Marganila Peren de Cel	Marganila Peren de Cel	Marganila Peren de Cel	
7757	LOC	INDIA	India	India	
7766	LOC	India	India	India	
7800,7801	LOC	estudioEL CABO	estudioEL CABO	estudioEL CABO	
7805,7806	LOC	El Cabos	El Cabos	El Cabos	
7819,7820,7821	PER	BEN B. LINISAY	BEN B. LINISAY	Ben Lindsey	Q4886065
7826	PER	Lindsay	Lindsay	Ben Lindsey	Q4886065
7856	LOC	uropa	Europa	Europa	
7860	LOC	Washinton	Washinton	Washinton	
7888	ORG	senado	Senado	Senado	
7892	PER	Linasay	Linasay	Ben Lindsey	Q4886065
7922	PER	Lindsay	Lindsay	Ben Lindsey	Q4886065
7930	LOC	Insaterra	Inglaterra	Inglaterra	
7959	ORG	senado	Senado	Senado	
7962	ORG	Estados	Estados Unidos	Estados Unidos	
7963	LOC	Unidos	Estados Unidos	Estados Unidos	
8009	ORG	Gobierno	Gobierno	Gobierno	
8026	PER	Lindeay	Lindsay	Ben Lindsey	Q4886065
8043	PER	Rooseven	Franklin Delano Roosevelt	Franklin D. Roosevelt	Q8007
8064,8065	PER	lova ceorge	lova ceorge	David Lloyd George	Q134982
8102	PER	Lindsay	Lindsay	Ben Lindsey	
8107,8108	PER	Lloyd George	Lloyd George	David Lloyd George	Q134982
8111	LOC	FRANCIA	Francia	Francia	
8187,8188,8189,8190	ORG	Heraldo de la Mujer	Heraldo de la Mujer	Heraldo de la Mujer	
8216,8217,8218	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
8220,8221,8222,8223	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
8270	MISC	Representantes	Representantes	Representantes	
8275	ORG	Camaras	Cámara	Cámara	
8322,8323	ORG	partido Repabicano	partido Repabicano	partido Repabicano	
8355,8356	ORG	partido Socialista	partido Socialista	partido Socialista	
8374	PER	Moisés	Moisés	Moisés	Q9077
8449	MISC	Representantes	Representantes	Representantes	
8452,8453,8454	PER	Angel San Padila	Angel San Padila	Ángel San Padila	
8465	PER	Tena	Tena	Tena	
8473	MISC	Colonial	Colonial	Colonial	
8475	LOC	Mayaguez	Mayagüez	Mayagüez	
8482	PER	Barcelo	Barceló	Antonio Rafael Barceló	Q4776898
8488	ORG	Senado	Senado	Senado	
8491	MISC	D.	D.		
8493,8494	PER	Antonio Barcela	Antonio Barcela	Antonio Barceló	Q176476
8542,8543	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
8548	MISC	Crecia	Crecia	Crecia	
8621,8622	PER	Marcelino Solá	Marcelino Solá	Marcelino Solá	
8651,8652,8653	PER	Don Pedro ciustiHa	Don Pedro ciustiHa	Pedro ciustiHa	
8679	LOC	Europa	Europa	Europa	
8683,8684,8685,8686,8687	PER	Doña Genara Millán de Cerecedo	Doña Genara Millán de Cerecedo	Genara Millán de Cerecedo	
8693	LOC	Asturias	Asturias	Asturias	
8706,8707	LOC	San Juan	San Juan	San Juan	
8711	PER	Carminen	Carminen	Carminen	
8720	LOC	Patillas	Patillas	Patillas	
8731	PER	ONel	ONel	ONel	
8737,8738,8739,8740,8741	MISC	Director de la Biblioteca Carnerie	Director de la Biblioteca Carnerie	Director de la Biblioteca Carnerie	
8785,8786	PER	Carmela Eulate	Carmela Eulate	Carmela Eulate Sanjurjo	Q50672228
8789	LOC	Europa	Europa	Europa	
8804	PER	Rosia	Rosia	Rosia	
8807	LOC	Alemania	Alemania	Alemania	
8809	LOC	Austria	Austria	Austria	
8829	MISC	mison	mison	mison	
8843	MISC	Dios	Dios	Dios	
8849	LOC	América	América	América	
8874,8875	PER	Antonio Olero	Antonio Olero	Antonio Olero	
8882,8883,8884,8885	MISC	El Dio del Maestro	El Dio del Maestro	El Dio del Maestro	
8899	PER	Col	Col	Col	
8907	PER	Luisa	Luisa	Luisa	
8945,8946	PER	Dr. Janer	Dr. Janer	Janer	
8989,8990,8991	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
8999,9000	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
9027	MISC	Engnanan	Engnanan	Engnanan	
9030,9031	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
9040	LOC	Balorioto	Balorioto	Balorioto	
9043	PER	Correlado	San Corelado	San Corelado	
9045	PER	Tapia	Tapia	Tapia	
9047	PER	Cuevas	Cuevas	Sergio Cuevas Zequeira	Q135552971
9233	PER	Vicento	Vicento	Vicento	
9262	MISC	graMepron	graMepron	graMepron	
9274	LOC	lones	Londres	Londres	
9288,9289	PER	M. Mier	M. Mier	Mier	
9292	MISC	Educación	Educación	Educación	
9330	PER	Castro	Castro	Castro	
9343,9344	ORG	Corte Pederal	Corte Pederal	Corte Pederal	
9347	PER	Manuel	Manuel	Manuel	
9353,9354,9355,9356	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
9365	LOC	EstaTambién	EstaTambién	EstaTambién	
9374,9375	LOC	puerto Rico	Puerto Rico	Puerto Rico	
9403	MISC	Amarga	Amarga	Amarga	
9408,9409	ORG	El Derechon	El Derechon	El Derechon	
