embeddings	type	entity	entity_normalized	entity_normalized_clean	wikidata_qid
78242,78243	MISC	Sances Morales	Sánchez Morales & Co.	Sánchez Morales & Co.	
78268	PER	Wilson	Wilson	Woodrow Wilson	Q34296
78270	LOC	California	California	California	
78365	LOC	California	California	California	
78380,78381	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
78406	LOC	Toucan	Toucan	Toucan	
78409	LOC	Paon	Paon	Paon	
78412	LOC	Phenir	Phenir	Phenir	
78415	LOC	Altar	Altar	Altar	
78418	LOC	Horno	Horno	Horno	
78424	LOC	Achernar	Achernar	Achernar	
78443,78444,78445,78446	ORG	HERALDO DE LA MUJER.	Heraldo de la Mujer	Heraldo de la Mujer	
78454	LOC	Puerto	Puerto Rico	Puerto Rico	
78456,78457,78458	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
78460,78461,78462,78463	MISC	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
78468,78469	PER	Blasco Ibañez	Blasco Ibañez	Vicente Blasco Ibáñez	Q219646
78480	ORG	Estados	Estados Unidos	Estados Unidos	
78789	LOC	Lincol	Abraham Lincoln	Abraham Lincoln	
78832,78833	LOC	San Juan	San Juan	San Juan	
78903,78904	PER	Don quijote	Don quijote	quijote	
78918	PER	Dios	Dios	Dios	Q190
78938	PER	Dios	Dios	Dios	Q190
78973	MISC	Hacienda	Hacienda	Hacienda	
78982,78983,78984,78985,78986	MISC	El Espejo de la Moda	El Espejo de la Moda	El Espejo de la Moda	
78998,78999,79000	MISC	Pan american union	Panamérica	Panamérica	
79005,79006,79007	MISC	Pan american unione	Panamérica	Panamérica	
79029,79030,79031,79032	MISC	Teralo de la Mujer	Heraldo de la Mujer	Heraldo de la Mujer	
79038,79039	LOC	puerto Rico	Puerto Rico	Puerto Rico	
79042,79043,79044	PER	JAME J. PATROT	JAME J. PATROT	Jame J. Patrot	
79047,79048,79049	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
79110	MISC	Percal	Percal	Percal	
79112	MISC	Cambray	Cambray	Cambray	
79115	MISC	Ginghams	Ginghams	Ginghams	
79163	MISC	Georgette	Georgette	Georgette	
79169	MISC	Satín	Satín	Satín	
79172	MISC	Lino	Lino	Lino	
79186,79187	LOC	San Juan	San Juan	San Juan	
79192,79193,79194	ORG	VILLAMIL Y Co	VILLAMIL Y Co	VILLAMIL Y Co	
79197,79198,79199	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
79230	LOC	Francisco	San Francisco	San Francisco	
79232,79233	LOC	San lusto	San Justo	San Justo	
79288	MISC	Corte	Corte	Corte	
79295,79296,79297,79298	LOC	Crepé de la China	Crepé de la China	Crepé de la China	
79301	LOC	Juan	Juan	Juan	
79303,79304	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
79310	MISC	Aligiva	Aligiva	Aligiva	
79334	LOC	RICO	Puerto Rico	Puerto Rico	
79343	LOC	Madrid	Madrid	Madrid	
79360,79361	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
79390	MISC	Hovara	Hovara	Hovara	
79406,79407	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
79418	MISC	Hovara	Hovara	Hovara	
79422	LOC	Cuba	Cuba	Cuba	
79450,79451,79452,79453,79454,79455	MISC	La Casa que Vende lo Mejor	La Casa Que Vende lo Mejor	La Casa Que Vende lo Mejor	
79467	MISC	Hovarde	Howard	Howard	
79485,79486,79487,79488,79489	MISC	CASA QUE VENDE LO MEIOR	CASA QUE VENDE LO MEIOR	La Casa Que Vende lo Mejor	
79490,79491	PER	MAYAGUEZ PONCE	MAYAGUEZ PONCE	Mayaguez Ponce	
79492,79493	PER	SAN IUAN	San Juan	San Juan	
79495,79496,79497	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
79500,79501,79502,79503	MISC	Gulo de la Mujer	Heraldo de la Mujer	Heraldo de la Mujer	
79765,79766,79767,79768	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
79852,79853,79854,79855,79856	MISC	Boletín Histórico de Puerto Rico	Boletín Histórico de Puerto Rico	Boletín Histórico de Puerto Rico	
79863	PER	Cayetano	Cayetano Coll	Cayetano Coll	
79870	MISC	Historia	Historia	Historia	
79872,79873	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
79890	MISC	AqueILLINA	AqueILLINA	AqueILLINA	
79893	MISC	IVERE	IVERE	Ivere	
79908,79909,79910	MISC	Pomada Cutánea FELITA	Pomada Cutánea FELITA	Pomada Cutánea FELITA	
79981	MISC	CREMAS	CREMAS	Cremas	
80011	MISC	HIA	HIA	Hia	
80017,80018	PER	JUANA DIAZ	Juana Díaz	Juana Díaz	Q50019258
80020,80021	LOC	PTO RICO	Puerto Rico	Puerto Rico	
80030	MISC	Pomada	Pomada	Pomada	
80032	MISC	LELLIA	LELLIA	Lellia	
80039,80040,80041	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
80043,80044,80045,80046	MISC	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
80053,80054,80055,80056	PER	EANA ROOUE DE DUPREY	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
80067,80068,80069,80070	MISC	EL REY DEL MUNDO	EL REY DEL MUNDO	El Rey del Mundo	
80074,80075,80076	MISC	LUZ Y SOMBRA	Luz y sombra	Luz y sombra	
80077,80078,80079,80080	MISC	LAS HIAS DEL SOL	LAS HIAS DEL SOL	Las Hias del Sol	
80084	MISC	ANDINA	ANDINA	Andina	
80086,80087,80088,80089	MISC	LA VIRGEN DEL MAR	LA VIRGEN DEL MAR	La Virgen del Mar	
80092,80093,80094,80095	MISC	EL RAMO DE ACINTOS	EL RAMO DE LACINTOS	El Ramo de Lacintos	
80096,80097,80098	MISC	GOOD BYE FOREVER	GOOD BYE FOREVER	Good Bye Forever	
80099,80100,80101,80102,80103	MISC	EL SECRETO DE INA SOLTERA	EL SECRETO DE INA SOLTERA	El Secreto de Ina Soltera	
80134,80135	MISC	Casa Reformatoria	Escuela Reformatoria de Mayagüez	Escuela Reformatoria de Mayagüez	
80161,80162,80163	MISC	FLOR DEL PANTANO	FLOR DEL PANTANO	Flor del Pantano	
80167	MISC	ASTRONOMIA	ASTRONOMIA	Astronomia	
80168,80169,80170,80171,80172	MISC	LA SERENATA DE LOS ANGELES	LA SERENATA DE LOS ANGELES	La Serenata de los Angeles	
80173,80174,80175,80176	MISC	EL HADA DEL SORATA	EL HADA DEL SORATA	El Hada del Sorata	
80179,80180,80181,80182,80183,80184	MISC	FIABELLA IN LANCE DE CARNAVAL SINALMA	FIABELLA IN LANCE DE CARNAVAL SINALMA	Fiabella in Lance de Carnaval Sinalma	
80185,80186,80187,80188	MISC	LA FIESTA DE REYES	LA FIESTA DE REYES	La Fiesta de Reyes	
80203,80204,80205,80206	ORG	Instituto de Bienestar Social	Instituto de Bienestar Social	Instituto de Bienestar Social	
80211,80212,80213	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
80367,80368	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
80371,80372,80373,80374	ORG	Alianza Internacional de Mujeres	Alianza Internacional de Mujeres	Alianza Internacional de Mujeres	
80378,80379,80380,80381	PER	ANA ROQUE DE DUEREY	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
80401,80402,80403,80404	PER	Trina Padilla de Sanz	Trina Padilla de Sanz	Trina Padilla de Sanz	Q6152690
80406,80407,80408,80409	MISC	La Hija del Caribe	La Hija del Caribe	La Hija del Caribe	
80412,80413,80414,80415,80416	PER	A. F. de M. Ateme	A. F. de M. Ateme	A. F. de M. Ateme	
80418,80419,80420,80421	PER	Teresita Manenal de Cetero	Teresita Manenal de Cetero	Teresita Manenal de Cetero	
80426,80427,80428,80429	PER	Sisla Aree de Astol	Sisla Arce de Astol	Sisla Arce de Astol	
80430	PER	Carmela	Carmela Eulate	Carmela Eulate Sanjurjo	Q50672228
80435,80436,80437,80438,80439	PER	Carmen Caria de quintero Esmeralia	Carmen Caria de quintero Esmeralia	Carmen Caria de quintero Esmeralia	
80442,80443,80444	PER	Amparo Reminder Nujer	Amparo Reminder Nujer	Amparo Reminder Nujer	
80447,80448	PER	Conchita Melender	Concha Meléndez	Concha Meléndez	Q2881387
80449,80450,80451,80452	PER	Luisa Amela de Hostos	Luisa Amelia de Hostos	Luisa Amelia de Hostos	
80457,80458,80459,80460	PER	María Angelina de Hostos	María Angelina de Hostos	María Angelina de Hostos	
80463,80464	PER	Don Manuel	Manuel	Manuel	
80470,80471	PER	Don Cavetro	Don Cavetro	Cavetro	
80476,80477	PER	Don Francisco	Don Francio	Francus	Q1442723
80484,80485	PER	R. Costero	R. Cestero	R. Cestero	
80520,80521	LOC	SAN JUAN	San Juan	San Juan	
80523,80524	PER	P. R.	Puerto Rico	Puerto Rico	
80526,80527	PER	DE LOR	DE LOR	De Lor	
80574,80575,80576,80577	PER	Ana Roqué de Duprey	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
80579	PER	Dr.	DR .		
80580,80581	PER	Cayetano Coll	Cayetano Coll	Cayetano Coll	
80583	PER	Toste	Toste	Toste	
80585,80586,80587,80588	PER	Ana Roqué de Duprey	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
80589,80590,80591,80592	MISC	Heraldo de la Mujer	Heraldo de la Mujer	Heraldo de la Mujer	
80593,80594,80595,80596	PER	Ana Roqué de Duprey	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
80597,80598,80599	PER	Margarita del Prado	Margarita del Prado	Margarita del Prado	
80606,80607,80608	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
80625,80626	LOC	San Juan	San Juan	San Juan	
80628,80629	PER	P. R.	Puerto Rico	Puerto Rico	
80632,80633,80634,80635	MISC	DICCIONARIO ENCICLOPEDICO HISPANO AMERICANO	Diccionario Enciclopédico Hispano Americano	Diccionario Enciclopédico Hispano Americano	
80640,80641	MISC	Diccionario Enciclopédico	Diccionario Enciclopédico Hispano Americano	Diccionario Enciclopédico Hispano Americano	
80974,80975,80976	ORG	THE GROLIER SOCIETY	THE GROLIER SOCIETY	The Grolier Society	
80984,80985,80986,80987	LOC	San Juan P. R.	San Juan	San Juan	
80992,80993,80994,80995	MISC	Diccionario Encicionedico Hisparo Americano	Diccionario Enciclopédico Hispano Americano	Diccionario Enciclopédico Hispano Americano	
81026,81027,81028	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
81030,81031	LOC	San Juan	San Juan	San Juan	
81037,81038,81039,81040	PER	Ana ROQUE DE DUPREY	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
81043,81044,81045,81046	MISC	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
81056,81057	LOC	PUERTO RICO	Puerto Rico	Puerto Rico	
81377	PER	Becquer	Becquer	Gustavo Adolfo Bécquer	Q203715
81409	PER	Jesús	Jesús	Jesús	
81438,81439	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
81520	PER	Moliere	Moliere	Moliere	
81541	PER	Dios	Dios	Dios	Q190
81761	PER	Dios	Dios	Dios	Q190
81798	MISC	Bien	Bien	Bien	
81802	MISC	Ciencia	Ciencia	Ciencia	
81841	PER	Padre	Padre	Padre	
81847,81848,81849	PER	ROQUE DE DUPREY	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
81852,81853,81854	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
81856,81857,81858,81859	MISC	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
81865	ORG	ONCE	ONCE	Once	
81905,81906	LOC	Estados Unido	Estados Unidos	Estados Unidos	
81957	LOC	Filadela	Filadelfia	Filadelfia	
82009	MISC	DRES	DRES	Dres	
82013,82014	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
82016	MISC	Ledo	Ledo	Ledo	
82019,82020	PER	Tous Soto	Tous Soto	José Tous Soto	Q6294103
82028	PER	Mena	Mena	Mena	
82032,82033,82034	PER	Francisco P. quinones	Francisco P. quinones	Francisco P. quinones	
82051	MISC	Matracia	Matracia	Matracia	
82138	LOC	Filadelta	Filadelfia	Filadelfia	
82166,82167	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
82242	PER	Mujer	Mujer	Mujer	
82254,82255	LOC	Puerto Rien	Puerto Rico	Puerto Rico	
82258	PER	Catorro	Catorro	Catorro	
82293	ORG	Estados	Estados Unidos	Estados Unidos	
82297	MISC	Proclama	Proclama	Proclama	
82309	LOC	Mayagiiez	Mayagüez	Mayagüez	
82322	PER	Madres	Madre	V.E. Madre	Q36696657
82333	LOC	Filadela	Filadelfia	Filadelfia	
82468	LOC	Filadena	Filadelfia	Filadelfia	
82469,82470	PER	M. Ana	M. Ana	Ana	
82475	ORG	Canila	Canila	Canila	
82477	PER	Mero	Mero	Mero	Q59198177
82506,82507	LOC	Estados Unidos	Estados Unidos	Estados Unidos	
82548,82549	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
82563,82564,82565,82566	MISC	pla DE LAS MADRES	pla DE LAS MADRES	pla DE LAS MADRES	
82624,82625	LOC	Puertos pico	Puerto Rico	Puerto Rico	
82642	LOC	Hama	Hama	Hama	
82661,82662	LOC	puerto men	Puerto Rico	Puerto Rico	
82692,82693	PER	Ledo pente	Ledo pente	Ledo pente	
82706,82707	LOC	puerto mo.	Puerto Rico	Puerto Rico	
82736,82737,82738	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
82740,82741,82742,82743	MISC	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
82832	LOC	Vás	Vás	Vás	
82875	PER	Nema	Nema	Nema	
82878	PER	Amarila	Amarila	Amarila	
82893	LOC	puropa	Europa	Europa	
82906	MISC	Noro	Noro	Noro	
82914	LOC	puropa	Europa	Europa	
83057,83058,83059	MISC	Voliena del Bada	Voliena del Bada	Voliena del Bada	
83127,83128,83129,83130	MISC	Muerdaso de los pruidos	Muerdaso de los pruidos	Muerdaso de los pruidos	
83195	PER	Ariana	Ariana	Ariana	
83217	PER	Romo	Romo	Romo	
83409	PER	Dios	Dios	Dios	Q190
83443,83444,83445	LOC	Villa Los Pinos	Villa Los Pinos	Villa Los Pinos	
83452	LOC	Santurce	Santurce	Santurce	
83509	MISC	Humanidad	Humanidad	Humanidad	
83516	MISC	Hombre	Hombre	Hombre	
83542	PER	Diosa	Diosa	Diosa	
83549,83550,83551	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
83553,83554,83555,83556	MISC	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
83669	PER	Aro	Aro	Aro	
83848	PER	Dios	Dios	Dios	Q190
83875	PER	Mores	Mores	Mores	
83883,83884,83885	PER	RAFAEL DEL VALLE	Rafael del Valle	Rafael del Valle	Q7282378
83900	PER	Paros	Paros	Paros	
83950	MISC	eculDesindola	eculDesindola	eculDesindola	
84072	MISC	Inglés	Inglés	Inglés	
84075,84076,84077	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
84112	LOC	América	América	América	
84115,84116,84117,84118	ORG	HERALDO DE LA MUJER.	Heraldo de la Mujer	Heraldo de la Mujer	
84136	MISC	Presidencia	Presidencia	Presidencia	
84139,84140	ORG	Estados Unidos	Estados Unidos	Estados Unidos	
84189,84190	PER	Ner yos	Ner yos	Ner yos	
84207,84208,84209	PER	O . Montos	O . Montos	O. Montos	
84213,84214	LOC	Marrosa II	Marrosa II	Marrosa II	
84218,84219	LOC	Soni palota	Soni palota	Soni palota	
84226,84227,84228	PER	Mulen de Nebasta	Mulen de Nebasta	Mulen de Nebasta	
84251,84252	ORG	Liga Brvan	Liga Brvan	Liga Brvan	
84265,84266,84267,84268,84269	PER	F . F . Vater	F . F . Vater	F. F. Vater	
84274	PER	Corra	Corra	Corra	
84283	ORG	Liga	Liga	Liga	
84288,84289,84290,84291,84292	PER	Roberto L. Oven de ollatoma	Roberto L. Oven de ollatoma	Roberto L. Oven de ollatoma	
84314,84315,84316	PER	Nicolas nurray patler	Nicolas nurray patler	Nicolas nurray patler	
84335	LOC	Colombia	Colombia	Colombia	
84345,84346,84347,84348,84349	ORG	Presidencia de los Estados Unidos	Presidencia de los Estados Unidos	Presidencia de los Estados Unidos	
84352	PER	Talor	Talor	Talor	
84355	PER	Grante	Grante	Grante	
84360	PER	Hancol	Hancol	Hancol	
84366	PER	rosa	rosa	rosa	
84368	PER	Persin	Persin	Persin	
84374	MISC	Presilencia	Presidencia	Presidencia	
84402	MISC	Bblia	Biblia	Biblia	
84413,84414,84415	LOC	meno Unido mielaterra	meno Unido mielaterra	meno Unido mielaterra	
84432	PER	heina	heina	heina	
84433	PER	María	María	Virgen María	Q345
84474	MISC	Bilia	Bilia	Bilia	
84516	LOC	Turquía	Turquía	Turquía	
84549,84550	PER	Mustapla Remal	Mustapla Remal	Mustapla Remal	
84555	LOC	Constantimopla	Constantimopla	Constantimopla	
84558	LOC	Elmina	Elmina	Elmina	
84580,84581	PER	Bulver Lotton	Bulevard Linton	Bulevard Linton	
84589,84590	PER	Bulver Lnton	Bulver	Bulver	
84650	MISC	Naturaleza	Naturaleza	Naturaleza	
84677,84678,84679	MISC	DE LA REDACCIÓN	DE LA REDACCIÓN	De la Redacción	
84689	PER	Bulver	Bulver	Bulver	
84725	MISC	PELIAM	PELIAM	Peliam	
84731,84732,84733,84734,84735	MISC	LOS VITIMOS DIAS DE POPERA	LOS VITIMOS DIAS DE POPERA	Los Vitimos Dias de Popera	
84737	MISC	MIENII	MIENII	Mienii	
84854,84855,84856,84857	PER	Nora DE LA REDACCIÓN	DE LA REDACCIÓN	De la Redacción	
84861,84862	PER	Callos pielos	Callos pielos	Callos pielos	
84921,84922	PER	DAVID COSPERFIELD	DAVID COSPERFIELD	David Cosperfield	
84925,84926	MISC	TIEPOS DUROS	TIEPOS DUROS	Tiepos Duros	
84928,84929	PER	DORIS PEOUENA	DORIS PEOUENA	Doris Peouena	
84936,84937	PER	OLIVERIO FRIST	OLIVERIO FRIST	Oliverio Frist	
84941,84942,84943	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
84945	MISC	HERALDO	Heraldo de la Mujer	Heraldo de la Mujer	
84946,84947	ORG	DE LA	DE LA	De la	
84948	MISC	MUJER	Mujer	Mujer	
84951,84952	MISC	TANICA SISTEMATICA	TANICA SISTEMATICA	Tanica Sistematica	
84956	MISC	Indies	Indies	Indies	
84960,84961,84962,84963	PER	ANA ROQUE DE DUPREY	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
84971,84972	MISC	Introduction to	Introduction to	Introduction to	
84974,84975,84976,84977	MISC	En la Botánica Sistemática	En la Botánica Sistemática	En la Botánica Sistemática	
85065	LOC	porto	porto	porto	
85066	MISC	Rico	Puerto Rico	Puerto Rico	
85207,85208	LOC	Puerto mios	Puerto Rico	Puerto Rico	
85299,85300	MISC	Magia praddon	Magia praddon	Magia praddon	
85303,85304,85305	PER	Mara ane PumLa	Mara ane PumLa	Mara ane PumLa	
85330,85331	MISC	June porsinen	June porsinen	June porsinen	
85342,85343	PER	Georqe mor	Georqe mor	Georqe mor	
85375,85376	MISC	Rosin pulpor	Rosin pulpor	Rosin pulpor	
85415	MISC	Colos	Colos	Colos	
85442,85443,85444	MISC	Tratado de Paz	Tratado de Paz	Tratado de Paz	
85446	ORG	Francia	Francia	Francia	
85449	ORG	AlemaniY	Alemania	Alemania	
85479,85480	PER	von Ruel	von Ruel	von Ruel	
85497,85498,85499,85500	PER	Príncipe Ruperto de Bavana	Príncipe Ruperto de Bavana	Príncipe Ruperto de Bavana	
85518	ORG	Amo.	Amo.	Amo.	
85520	ORG	alemania	Alemania	Alemania	
85558	ORG	Alemania	Alemania	Alemania	
85586,85587,85588	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
85592,85593,85594,85595	PER	Sir Archur Conan Dogle	Sir Archur Conan Dogle	Archur Conan Dogle	
85605	PER	Sir	Sir	Sir	Q48700345
85635,85636	MISC	Sherlve Holmes	Sherlve Holmes	Sherlve Holmes	
85662	PER	Conan	Conan	Conan el Bárbaro	Q189169
86080	PER	Petalbri	Petalbri	Petalbri	
86108	LOC	Europa	Europa	Europa	
86135	MISC	Sol	Sol	Sol	
86166,86167,86168	PER	M. Camile plamarión	M. Camile plamarión	Camile plamarión	
86171	MISC	Naturalera	Naturaleza	Naturaleza	
86209	MISC	Naturaleza	Naturaleza	Naturaleza	
86237,86238	PER	I. Lestante	I. Lestante	I. Lestante	
86288	MISC	Naturaleza	Naturaleza	Naturaleza	
86292	ORG	Estados	Estados Unidos	Estados Unidos	
86304	MISC	Botinica	Botinica	Botinica	
86357	MISC	Flora	Flora	Flora	
86374	MISC	Naturaleza	Naturaleza	Naturaleza	
86416	PER	Dios	Dios	Dios	Q190
86436	MISC	Naturalera	Naturaleza	Naturaleza	
86485	LOC	españa	España	España	
86528,86529,86530,86531	MISC	Terlo de la Mujer	Heraldo de la Mujer	Heraldo de la Mujer	
86536,86537	LOC	puerto Rico	Puerto Rico	Puerto Rico	
86546,86547,86548,86549	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
86552,86553,86554	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
86556,86557,86558,86559	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
86576	PER	Nora	Nora	Nora	
86623	PER	Legislatra	Legislatura	Legislatura	
86644	PER	Carolina	Carolina	Carolina Sampaio	Q57303262
86658,86659	PER	Josephus Daniels	Josephus Daniels	Josephus Daniels	
86673	MISC	Conarinión	Conarinión	Conarinión	
86681	MISC	Constilusisana	Constilusisana	Constilusisana	
86733,86734	LOC	puerto Rey	Puerto Rico	Puerto Rico	
86781,86782	PER	lla porter	La portera	La portera	
86811,86812	PER	Mrs .	Mrs	Mrs	
86814,86815	PER	La porter	La portera	La portera	
86833	PER	Mrs	Mrs	Mrs	
86846,86847,86848	PER	Mrs . Cat	Mrs . Cat	Gata Negra	Q912640
87151,87152,87153,87154	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
87253,87254,87255,87256	PER	ANA ROQUE DE DUPRER	Ana Roqué de Duprey	Ana Roque de Duprey	Q4750492
87258	PER	Irma	Irma	Irma	
87268	PER	Miss	Miss	Miss	
87325,87326	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
87336,87337,87338	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
87340,87341,87342,87343	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
87355,87356	PER	Don Pedro	Don Pedro	Pedro	
87386	PER	Jorge	Jorge	Jorge	
87390	PER	Pedro	Pedro	Pedro	
87394	PER	Jore	Jore	Jore	
87460	PER	Violeta	Violeta	Violeta	
87519	PER	Marcola	Marcola	Marcola	
87582,87583	PER	Don Pedro	Don Pedro	Pedro	
87601	PER	Violeta	Violeta	Violeta	
87712,87713	PER	pon Pedros	Pedro	Pedro	
87842,87843	PER	pon Pedro	Pedro	Pedro	
87988	PER	Irma	Irma	Irma	
88106	PER	Irma	Irma	Irma	
88139	PER	Pedra	Pedro	Pedro	
88210	PER	ilian	ilian	ilian	
88233,88234,88235	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
88237,88238,88239,88240	ORG	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
88243,88244,88245,88246,88247	ORG	Alta Escuela de Rio Piedras	Alta Escuela de Rio Piedras	Alta Escuela de Rio Piedras	
88256	PER	Romo	Romo	Romo	
88268	PER	Soto	Soto	Soto	
88282	PER	Nerio	Nerio	Nerio	
88327,88328,88329	PER	R. de Corrova	R. de Corrova	R. de Corrova	
88341,88342	MISC	Correccional de	Correccional de	Correccional de	
88343	LOC	Mayagiiez	Mayagüez	Mayagüez	
88373,88374	PER	Lostra Conder	Lostra Conder	Lostra Conder	
88390,88391	ORG	Conferencia Teosófica	Conferencia Teosófica	Conferencia Teosófica	
88402,88403,88404	LOC	Losa manal coraero	Losa manal coraero	Losa manal coraero	
88420,88421	PER	Concia Maender	Concia Maender	Concia Maender	
88434	LOC	Pershing	Pershing	Pershing	
88484	PER	carión	carión	carión	
88513	PER	Camos	Camos	Camos	
88542,88543,88544	MISC	Feria Resional May	Feria Resional May	Feria Resional May	
88563	MISC	Comercio	Comercio	Comercio	
88573	PER	Sanche	Sánchez	Sánchez	
88575	LOC	Morlos	Morlos	Morlos	
88588	PER	Grolier	Grolier	Jean Grolier de Servières	Q720401
88612	PER	Custa	Custa	Custa	
88614	PER	Schira	P. Schiras	P. Schiras	
88632	MISC	Reria	Reria	Reria	
88649,88650,88651	MISC	Alo de Ninis	Alo de Ninis	Alo de Ninis	
88653	MISC	Santien	Santien	Santien	
88660	PER	Santia	Santia	Santia	
88686	PER	Lincala	Lincala	Lincala	
88709,88710	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
88741,88742	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
88751	ORG	Bandas	Bandas	Bandas	
88759	ORG	Y	Y	Y	
88768	PER	Cano	Cano	Cano	
88781	LOC	España	España	España	
88787	PER	Joamin	Joamin	Joamin	
88793,88794,88795	PER	C. de Miño	C. de Miño	C. de Miño	
88830,88831,88832	PER	D. de Astor	D. de Astor	de Astor	
88835	MISC	Arcio	Arcio	Arcio	
88838,88839,88840,88841	MISC	Matizado de la Caña	Matizado de la Caña	Matizado de la Caña	
88856,88857,88858,88859	MISC	Matizado de la Cana	Matizado de la Caña	Matizado de la Caña	
88968,88969	PER	M.. Miler	M. Mier	Mier	Q45584915
88978,88979	PER	Comisionado de	Comisionado de	Comisionado de	
88980	MISC	Educación	Educación	Educación	
88988	MISC	Obitos	Obitos	Obitos	
89009,89010	PER	Angelos Valivieso	Angelos Valivieso	Angelos Valivieso	
89028,89029	PER	de Cerven	de Cerven	de Cerven	
89036,89037,89038,89039	PER	Tadel F. de tengorita	Tadel F. de tengorita	Tadel F. de tengorita	
89051,89052,89053	PER	Mararita DEL PRADO	Margarita del Prado	Margarita del Prado	
89058,89059,89060	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
89528	PER	Ciordano	Ciordano	Ciordano	
89532	PER	esteristo	esteristo	esteristo	
89534,89535	PER	Callen Colón	Callen Colón	Callen Colón	
89686,89687,89688,89689	MISC	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
89693,89694,89695	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
89727,89728,89729,89730	MISC	HERALDO DE LA MUJER	Heraldo de la Mujer	Heraldo de la Mujer	
89742,89743,89744	MISC	CREPE DE CHINA	CREPE DE CHINA	Crepé de la China	
89846	LOC	PARIS	París	París	
89849	LOC	RUSIA	Rusia	Rusia	
89914,89915	LOC	PTO RICO	Puerto Rico	Puerto Rico	
89918,89919	LOC	SAN JUAN	San Juan	San Juan	
89922,89923,89924	ORG	Ayuntamiento de Madrid	Ayuntamiento de Madrid	Ayuntamiento de Madrid	
89947,89948,89949	LOC	PTO . RicoARIO	PTO . RicoARIO	PTO. RicoARIO	
