embeddings	type	entity	entity_normalized	entity_normalized_clean	wikidata_qid
13133,13134,13135	MISC	Pescador de Galilea	Pescador de Galilea	Pescador de Galilea	
13138	LOC	Roma	Roma	Roma	
13140,13141	PER	Simón Pedro	Simón Pedro	Saint Peter	Q33923
13144,13145	PER	San León	San León	Leo I	Q43954
13147,13148	PER	San Gregorio	San Gregorio	San Gregorio	
13151,13152,13153	PER	Inocencio III .	Inocencio III	Innocent III	Q128076
13155,13156	PER	Bonifacio VIII	Bonifacio VIII	Boniface VIII	Q134646
13159	LOC	Roma	Roma	Roma	
13161,13162	PER	Pío VII.	Pío VII	Pius VII	Q124754
13164,13165,13166,13167	PER	Pio I. León XIII	León XIII	Leo XIII	Q43922
13170,13171	PER	Pio X.	Pío X	Pius X	Q43739
13173,13174	PER	Benedicto XIV	Benedicto XIV	Benedict XIV	Q126711
13197,13198,13199,13200	PER	Vicario de Cristo Jesús	Vicario de Cristo Jesús	Vicario de Cristo Jesús	
13212	PER	Virgen	Virgen	Mary	Q345
13239	PER	Pontífice	Pontífice	Pontífice	
13241,13242	PER	Pío I.	Pío I	Pius I	Q83198
13251	PER	Jesus	Jesucristo	Jesus Christ	Q302
13258,13259	PER	Pío I	Pío I	Pius I	Q83198
13277,13278,13279,13280	PER	Papa Pío XI .	Pío XI	Pius XI	Q42323
13285	LOC	Roma	Roma	Roma	
13308	LOC	Vaticano	Vaticano	Vaticano	
13326	LOC	Vaticano	Vaticano	Vaticano	
13335,13336	PER	Santo Padre	Santo Padre	Santo Padre	
13343,13344,13345	PER	Papa Pío XI	Pío XI	Pius XI	Q42323
13371	LOC	Vaticano	Vaticano	Vaticano	
13377	PER	Pedro	Pedro	Saint Peter	Q33923
13415	PER	Sagrada	Sagrada	Sagrada	
13436,13437	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
13463,13464,13465,13466	PER	Señora de la Altagracia	Señora de la Altagracia	de la Altagracia	
13479	PER	Reina	Reina	Reina	
13482	MISC	Féminaberana	Fémina	Fémina	
13505	MISC	Pont	Pont	Pont	
13510,13511,13512	PER	PapaVirgen Pio XI	Pío XI	Pius XI	Q42323
13520,13521,13522,13523	PER	Señora de la Altagracia	Señora de la Altagracia	de la Altagracia	
13530,13531	PER	Delegado Pontificio	Delegado Pontificio	Delegado Pontificio	
13587	PER	Nouel	Nouel	Augusto Adolfo Nouel	Q139790525
13630	PER	Virgen	Virgen	Mary	Q345
13639	PER	Reina	Reina	Reina	
13673	MISC	Camino	Camino	Camino	
13901,13902,13903	PER	MARIBLANCA SABAS ALOMA	Mariblanca Sabas Alomá	Mariblanca Sabas Alomá	Q15430690
13906,13907,13908	LOC	Santiago de Cuba	Santiago de Cuba	Santiago de Cuba	
13916	PER	Maria	María	Mary	Q345
13925,13926,13927	MISC	Certamen Pro Corronación	Certamen Pro Coronación	Certamen Pro Coronación	
13942	PER	Dios	Dios	God	Q190
14039,14040,14041,14042	PER	TRINA MOYA DE VAZQUEZ.	Trina Moya de Vázquez	Trina Moya de Vázquez	
14049	PER	Juanito	Juanito	Juanito	
14067,14068,14069	PER	Francisco de Asís	Francisco de Asís	Francis of Assisi	Q676555
14175,14176	PER	Armando OSCAR	Armando Oscar Pacheco	Armando Oscar Pacheco	Q131625582
14191,14192	LOC	STO .	Santo Domingo	Santo Domingo	
14200,14201	PER	PIO XI	Pío XI	Pius XI	Q42323
14210	MISC	LININ	Lenin	Lenin	
14219,14220,14221	PER	Jesús de Galilea	Jesucristo	Jesus Christ	Q302
14335	MISC	Palabra	Palabra	Palabra	
14348	PER	Judith	Judith	Gudit	Q1270024
14358	PER	Juana	Juana	Juana	
14383	LOC	Galia	Galia	Galia	
14405	PER	Capotillo	Capotillo	Capotillo	
14414	MISC	Nazareno	Nazareno	Nazareno	
14422,14423	PER	Madre Augusta	Madre Augusta	Mary	Q345
14429	LOC	Galilea	Galilea	Galilea	
14484	PER	Pelayo	Pelayo	Pelagius	Q14655
14505,14506,14507	PER	Madre del Rabí	Madre del Rabí	del Rabí	
14511	PER	Jesús	Jesucristo	Jesus Christ	Q302
14517	LOC	Covadonga	Covadonga	Covadonga	
14541,14542,14543,14544	PER	Virgen de la Altagracia	Señora de la Altagracia	de la Altagracia	
14593	MISC	Patria	Patria	Patria	
14600,14601,14602	PER	Jesús de Nazareth	Jesucristo	Jesus Christ	Q302
14606	PER	Pedro	Pedro	Saint Peter	Q33923
14665	MISC	Calvario	Calvario	Calvario	
14732,14733,14734,14735	PER	Madre de la Altagracia	Señora de la Altagracia	de la Altagracia	
14828	PER	Virgen	Virgen	Mary	Q345
14846,14847,14848	PER	Virgen de Altagracia	Señora de la Altagracia	de la Altagracia	
14859,1486	LOC	Cristóbal Colón	Cristóbal Colón	Cristóbal Colón	
14912,14913,14914,14915	PER	Nuestra Señora de Altagracia	Señora de la Altagracia	de la Altagracia	
14924,14925	MISC	Restauración Política	Restauración Política	Restauración Política	
14938	LOC	Capotillo	Capotillo	Capotillo	
14970	PER	Virgen	Virgen	Mary	Q345
15000,15001	PER	Elio Contín	Elio Contín	Elio Contín	
15004,15005	LOC	Hato Mayor	Hato Mayor	Hato Mayor	
15015	PER	Virgen	Virgen	Mary	Q345
15065	MISC	Corronación	Coronación Canóniga	Coronación Canóniga	
15086,15087,15088	PER	Vetilio Valera R.	Vetilio Valera R.	Vetilio Valera R.	
15091,15092	ORG	Fémina\t	Fémina	Fémina	
15112	LOC	Himeneo	Himeneo	Himeneo	
15120,15121	PER	Melaní Winter	Melaní Winter	Melaní Winter	
15127	MISC	Oísculo	Oísculo	Oísculo	
15200,15201,15202,15203	PER	Don José E Fernández	Don José E Fernández	José F. Fernández	
15205	PER	Tasito	Tasito	Tasito	
15210	PER	Rocha	Rocha	Rocha	
15233,15234	LOC	Ne York	Nueva York	Nueva York	
15246,15247	LOC	New York	Nueva York	Nueva York	
15251,15252	PER	Manuel Escarramán	Manuel Escarramán	Manuel Escarramán	
15264,15265	PER	Julita Mejía	Julita Mejía	Julita Mejía	
15313,15314,15315,15316	PER	María Luisa de Canino	María Luisa Angelis de Canino	María Luisa Angelis de Canino	
15321	PER	Fedora	Fedora	Aleksey Kulak	Q4245968
15334,15335	LOC	New York	Nueva York	Nueva York	
15339,15340	PER	Fedora Pellerano	Fedora Pellerano	Fedora Pellerano	
15351,15352,15353,15354	PER	Don Arturo Pellerano Alfau	Don Arturo Pellerano Alfau	Arturo Pellerano Alfau	Q4801780
15361,15362	ORG	Listin Diario	Listín Diario	Listín Diario	
15386,15387	PER	Lorenzo Bobea	Lorenzo J. Bobea	Lorenzo J. Bobea	
15393,15394	ORG	Bobea Montero	Bobea Montero	Bobea Montero	
15422,15423,15424	PER	Petronila Anjélica Gómez	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
15509,15510	PER	Augusto Emilio	Augusto Emilio	Augusto Emilio	
15514,15515	PER	Augusto Emilio	Augusto Emilio	Augusto Emilio	
15703	MISC	Dios	Dios	Dios	
15768	LOC	Llanos	Llanos	Llanos	
15781	PER	María	María	Mary	Q345
15791,15792	PER	Geogilio Mella	Geogilio Mella	Geogilio Mella	
15800,15801,15802,15803,15804	PER	Doña Linda Ch. de Mella	Doña Linda Ch. de Mella	Linda Ch. de Mella	
15840,15841	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
15851,15852,15853,15854,15855,15856	MISC	Coronación de Nuestra Señora de Altagracia	Señora de la Altagracia	de la Altagracia	
15873,15874,15875,15876	PER	Sebastián Leites de Vasconcellos	Sebastian Leite de Vasconcellos	Sebastian Leite de Vasconcellos	
15882,15883	ORG	Delegación Apostolica	Delegación Apostolica	Delegación Apostolica	
15911	MISC	Corronación	Coronación Canóniga	Coronación Canóniga	
15918,15919,15920	PER	Cuna de América	Cuna de América	Cuna de América	
15925,15926	PER	EVANGELINA ADAMS	Evangelina Adams	Evangelina Adams	
15938	PER	Adams-Nieva	Adams Nieva	Adams Nieva	
15960,15961,15962	MISC	La Mujer X	La Mujer X	La Mujer X	
15994,15995	PER	Modesto Cedano	Modesto Cedano	Modesto Cedano	
16012,16013	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
16016,16017,16018,16019	ORG	"Casa  Villamarzo """""""	Casa Villamarzo	Casa Villamarzo	
16068,16069,16070,16071,16072	LOC	Isabel la Católica	Isabel la Católica	Isabel la Católica	
16076	LOC	Luperón	Luperón	Luperón	
16087,16088	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
16116,16117,16118	ORG	COMPAÑÍA ANÓNIMA TABACALERA	Tabacalera	Tabacalera	
16122,16123,16124	LOC	P. de Macorís	San Pedro de Macorís	San Pedro de Macorís	
16129	ORG	Esperanza	Esperanza	Esperanza	
16135,16136,16137	PER	José María Caminero	José María Caminero	José María Caminero	Q5601385
16174,16175	LOC	Arzobispo Portes	Arzobispo Portes	Portes	
16183,16184	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
16187,16188,16189	ORG	"Farmacia "" Mallén"	"Farmacia "" Mallén"	Farmacia Mallén	
16192,16193,16194	PER	Manuel E. Mallén	Manuel E. Mallén	Manuel E. Mallén	
16197	LOC	Independencia	Independencia	Independencia	
16217	MISC	FEMINA	Fémina	Fémina	
16233,16234,16235	PER	PETRONILA ANGELICA GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
16242,16243,16244,16245,16246,16247	PER	MARIA L . ANGELIS DE CANINO	María Luisa Angelis de Canino	María Luisa Angelis de Canino	
16250,16251,16252,16253	PER	PETRONILA A . GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
16255,16256,16257,16258	PER	CONSUELO MONTALVO DE FRIAS.	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	
16262,16263,16264,16265	LOC	San Pedro de Macorís	San Pedro de Macorís	San Pedro de Macorís	
16492,16493	ORG	Naciones Civilizadas	Naciones Civilizadas	Naciones Civilizadas	
16615,16616,16617,16618,16619	MISC	El Siglo de la Mujer	El Siglo de la Mujer	El Siglo de la Mujer	
16729,16730,16731,16732	PER	MARIA DEL MAR CARIBE	María del Mar Caribe	María del Mar Caribe	
16735,16736,16737,16738	LOC	San Pedro de Macorís	San Pedro de Macorís	San Pedro de Macorís	
16746,16747	LOC	Villa Sol	Villa Sol	Villa Sol	
16820	MISC	Fémina	Fémina	Fémina	
16876,16877	PER	EDUVIGIS ROSAS	Eduvigis Rosas	Leda Eduvigis Rosas	
16928,16929,16930	ORG	Fémina	Fémina	Fémina	
17022,17023,17024	PER	S. N. Gleen	S. N. Gleen	S. N. Gleen	
17112,17113,17114	PER	B. PORTELA ALVAREZ	B. Portela Álvarez	B. Portela Álvarez	
17117,17118	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
17189	LOC	Tajo	Tajo	Tajo	
17414,17415,17416,17417	PER	PETRONILA A . GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
17420	MISC	Fémina	Fémina	Fémina	
17510	MISC	Leteo	Leteo	Leteo	
17573,17574	PER	BRAVO ADAMS	Bravo Adams	Bravo Adams	
17675,17676	PER	PORTELA ALVAREZ	Portela Alvarez	B. Portela Álvarez	
17681	MISC	Fémina	Fémina	Fémina	
17688,17689	MISC	Para FEMINA	Fémina	Fémina	
18015,18016,18017	PER	FELIX M. PEREZ	Felix Ma. Pérez	Felix Ma. Pérez	
18332,18333,18334	PER	MANUEL E. SUNCAR	Manuel E. Suncar	Manuel E. Suncar	
18337,18338	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
18343	MISC	Fémina	Fémina	Fémina	
18345	MISC	Femina	Fémina	Fémina	
18638	MISC	Pálida	Pálida	Pálida	
18692,18693,18694	PER	MARIBLANCA SABAS ALOMA	Mariblanca Sabas Alomá	Mariblanca Sabas Alomá	Q15430690
18697,18698,18699	LOC	Santiago de Cuba	Santiago de Cuba	Santiago de Cuba	
18946,18947,18948	PER	MARIO CAMINERO SANCHEZ	Mario Caminero Sánchez	Mario Caminero Sánchez	
18962	PER	JESUS	Jesucristo	Jesus Christ	Q302
19047	MISC	Rabí	Rabí	Rabí	
19146	MISC	Patria	Patria	Patria	
19213,19214,19215	PER	Emilio A. Morel	Emilio A. Morel	Emilio A. Morel	Q139661850
19218,19219	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
19221,19222	LOC	R. D.	República Dominicana	República Dominicana	
19234,19235	PER	Nidia Batlle	Nidia Batlle	Nidia Batlle	
19356,19357	LOC	Puerto Plata	Puerto Plata	Puerto Plata	
19365,19366	PER	ENRIQUE CAMBIER	Enrique Cambier	Enrique Cambier	
19394,19395,19396	PER	Manuel Alfaro Reyes	Manuel Alfaro Reyes	Manuel Alfaro Reyes	
19412,19413,19414	PER	Mercedes A. Ricart	Mercedes A. Ricart	Mercedes A. Ricart	
19416	PER	Ricart	Ricart	David Ryckaert III	Q323932
19420	MISC	Fémina	Fémina	Fémina	
19476	MISC	Fémina	Fémina	Fémina	
19479,1948	MISC	el Mundo	El Mundo	El Mundo	
19499,19500,19501	PER	V Valera Reyes	Valera Reyes	Valera Reyes	
19528,19529,19530,19531	PER	María L. de Canino	María Luisa Angelis de Canino	María Luisa Angelis de Canino	
19555	PER	Reyes	Reyes	Reyes	
19559	MISC	Fémina	Fémina	Fémina	
19613,19614	LOC	Sto .	Santo Domingo	Santo Domingo	
19628,19629,19630	PER	Leda Eduvigis Rosas	Leda Eduvigis Rosas	Leda Eduvigis Rosas	
19645,19646,19647,19648	PER	Flor Ma . Piñeyro	Flor Ma . Piñeyro	Flor Ma. Piñeyro	
19687	PER	Alfonso	Alfonso	Alfonso	
19694,19695,19696	PER	Don Mignel Rodríguez	Don Mignel Rodríguez	Miguel Rodríguez O.	
19698,19699,19700,19701	PER	Doña Alfonsina de Rodríguez	Doña Alfonsina de Rodríguez	Alfonsina M. de Rodríguez	
19708,19709,19710,19711	ORG	La Prensa	La Prensa	La Prensa	
19740,19741,19742,19743	PER	Juan Espinal y Peña	Juan Espinal y Peña	Juan Espinal y Peña	
19749,19750,19751,19752,19753	PER	Doña Teresa Peña de Espinal	Doña Teresa Peña de Espinal	Teresa Peña de Espinal	
19758,19759,19760,19761	ORG	"Revista "" Quisqueya """	"Revista ""Quisqueya"""	Revista Quisqueya	
19814,19815	LOC	New York	Nueva York	Nueva York	
19821,19822	PER	Delia Dubot	Delia Dubot	Delia Dubot	
19840	ORG	Fémina	Fémina	Fémina	
19889	PER	Canino-Angelis	Canino-Angelis	María Luisa Angelis de Canino	
19945,19946	PER	Baez Soler-Benzo	Báez Soler-Benzo	Báez Soler-Benzo	
19973,19974	LOC	Puerto Rico	Puerto Rico	Puerto Rico	
19997,19998	PER	Armando Moreaux	Armando Moreaux	Armando Moreaux	
20000,20001,20002	PER	Teresa de Moreaux	Teresa de Moreaux	Teresa de Moreaux	
20021,20022	MISC	Dignidades Eclesiásticas	Dignidades Eclesiásticas	Dignidades Eclesiásticas	
20086	PER	Creador	Creador	God	Q190
20100	PER	Escotto	Escotto	Escotto Isambert	
20107,20108	PER	Escotto Isambert	Escotto Isambert	Escotto Isambert	
20189	PER	Soto	Soto	Soto	
20208,20209	ORG	Boletín Mercantil	Boletín Mercantil	Boletín Mercantil	
20215,20216,20217	PER	Moisés de Soto	Moisés de Soto	Moisés de Soto	
20224,20225,20226,20227	ORG	"Farmacia "" Miramar """	Farmacia Miramar	Farmacia Miramar	
20228,20229,20230,20231,20232,20233	ORG	V. Diaz Ordoñez Co. , S.	Díaz Ordóñez & Co.	Díaz Ordóñez & Co.	
20246,20247,20248,20249	LOC	San Pedro de Macoris	San Pedro de Macorís	San Pedro de Macorís	
20252,20253,20254,20255,20256	ORG	"Farmacia "" San Luis """	"Farmacia "" San Luis """	Farmacia San Luis	
20267,20268	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
20281,20282	PER	GERVAISE GRAHAM	GERVAISE GRAHAM	Gervaise Graham	
20284,20285,20286,20287,20288	ORG	"Farmacia "" San Pedro """	"Farmacia "" San Pedro """	Botica San Pedro	
20290,20291,20292,20293,20294	ORG	"Farmacia "" San Pablo """	"Farmacia "" San Pablo """	Farmacia San Pablo	
20309,2031	MISC	Remedios Nyal	Remedios Nyal	Remedios Nyal	
20313,20314,20315,20316	LOC	San Pedro de Macorís	San Pedro de Macorís	San Pedro de Macorís	
20319,20320,20321	PER	Juan A. Acevedo	Juan A. Acevedo	Juan A. Acevedo	
20336	ORG	Santomé	Santomé	Santomé	
20344	MISC	Enriquillo	Enriquillo	Enriquillo	
20353	MISC	Capotillo	Capotillo	Capotillo	
20359	MISC	Goleta	Goleta	Goleta	
20361,20362	MISC	Trinidad Sánchez	Trinidad Sánchez	Trinidad Sánchez	
20377	MISC	Higuemota	Higuemota	Higuemota	
20409,2041	LOC	Avenida España	Avenida España	Avenida España	
20412,20413,20414,20415	LOC	San Pedro de Macorís	San Pedro de Macorís	San Pedro de Macorís	
20435,20436,20437	PER	PETRONILA ANGELICA GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
20444,20445,20446,20447,20448,20449	PER	MARIA L . ANGELIS DE CANINO	María Luisa Angelis de Canino	María Luisa Angelis de Canino	
20452,20453,20454,20455	PER	PETRONILA A . GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
20457,20458,20459,20460	PER	CONSUELO MONTALVO DE FRIAS	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	
20465,20466,20467,20468	LOC	San Pedro de Macorí	San Pedro de Macorís	San Pedro de Macorís	
20677	PER	Velarde	Velarde	Velarde	
20745	PER	Dante	Dante	Dante Alighieri	Q1067
20755	LOC	Gloria	Gloria	Gloria	
20928	LOC	Quisqueva	"Revista ""Quisqueya"""	Revista Quisqueya	
20963,20964,20965	PER	JOSE RAMON LOPEZ	José Ramón López	José Ramón López	
21003,21004,21005	PER	José Ramón López	José Ramón López	José Ramón López	
21213,21214,21215	PER	José Ramón López	José Ramón López	José Ramón López	
21328,21329	PER	Vigil Díaz	Vigil Díaz	Otilio Vigil Díaz	Q6054522
21385,21386,21387	PER	Félix M. Nolasco	Felix Ma . Nolasco	Felix Ma. Nolasco	
21390,21391,21392	PER	José Ramón López	José Ramón López	José Ramón López	
21401,21402	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
21470,21471,21472	PER	José Ramón Lopez	José Ramón López	José Ramón López	
21495,21496,21497	PER	José Ramón Lopez	José Ramón López	José Ramón López	
21532,21533,21534	PER	Dios de Jacob	Dios de Jacob	God	Q190
21553,21554,21555	PER	PETRONILA ANGELICA GOMEZ	Petronila Angélica Gómez	Petronila Angélica Gómez	Q41564582
21593,21594,21595,21596	MISC	Restauración de la República	Restauración de la República	Restauración de la República	
21622	ORG	Arabia	Arabia	Arabia	
21625	ORG	Protectorados	Protectorados	Protectorados	
21636	PER	Mahoma	Mahoma	Muhammad	Q9458
21644	LOC	Trianón	Trianón	Trianón	
21648	ORG	Turquía	Turquía	Turquía	
21652	PER	Sultán	Sultán	Sultán	
21656	PER	Papa	Papa	Papa	
21686,21687,21688	PER	JOSE RAMON LOPEZ	José Ramón López	José Ramón López	
21711	PER	Paloma	Paloma	Paloma	
21750	PER	Puck	Puck	Puck	Q55000780
21820	LOC	Bagdad	Bagdad	Bagdad	
21823	LOC	Samarkanda	Samarkanda	Samarkanda	
21825	LOC	Paris	París	París	
21862	LOC	Lohengring	Lohengrin	Lohengrin	
21888	PER	Oberón	Oberón	Oberón	
21967	PER	Zoraida	Zoraida	Zoraida	Q56437455
21970	PER	Fatima	Fatima	Fatima	
22053,22054	PER	RUBEN DARIO.	Rubén Darío	Rubén Darío	Q173767
22060	MISC	Islamismo	Islamismo	Islamismo	
22075	ORG	Inglaterra	Inglaterra	Inglaterra	
22122,22123	ORG	Estados Unidos	Estados Unidos	Estados Unidos	
22138	MISC	Gabinetes	Gabinetes	Gabinetes	
22267,22268,22269,22270	PER	JOSE RAMON LOPEZ .	José Ramón López	José Ramón López	
22288,22289,22290	MISC	Pluma y Espada	Pluma y Espada	Pluma y Espada	
22602,22603,22604	PER	JUANA DE IBARBUROU	Juana de Ibarbourou	Juana de Ibarbourou	Q237914
22740,22741,22742,22743,22744,22745	PER	José de J. Núñez y Domínguez	José de J. Núñez y Domínguez	José de J. Núñez y Domínguez	
22753	LOC	Haina	Haina	Haina	
22756,22757	LOC	Santo Domingo	Santo Domingo	Santo Domingo	
23209,23210,23211,23212,23213	PER	María Luisa Angelis de Canino	María Luisa Angelis de Canino	María Luisa Angelis de Canino	
23231	MISC	Magnolia	Magnolia	Magnolia	
23305	MISC	Magnolia	Magnolia	Magnolia	
23544	LOC	Quisqueva	"Revista ""Quisqueya"""	Revista Quisqueya	
23550,23551	PER	Federico Henrique	Federico Henríquez Carvajal	Federico Henríquez y Carvajal	Q19560725
23554	PER	Carvajal	Carvajal	Carvajal	
23995,23996,23997	PER	MARIO CAMINERO SANCHEZ	Mario Caminero Sánchez	Mario Caminero Sánchez	
24035,24036	PER	María Pedemonte	María Pedemonte	María Pedemonte	
24116,24117,24118,24119,24120	PER	Consuelo Motalvo de Frias Magnolia	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	
24158,24159	PER	Belica Calzado	Belica Calzado	Belica Calzado	
24167,24168	PER	Juan Santoni	Juan Santoni	Juan Santoni	
24179,24180,24181	MISC	Diario de Macoris	Diario de Macorís	Diario de Macorís	
24191,24192,24193	PER	Horacio A Febles	Horacio A Febles	Horacio A Febles	
24195,24196	PER	Enrique Cambier	Enrique Cambier	Enrique Cambier	
24217,24218,24219,24220	PER	Juan Bta Vicini Burgos	Juan Bta Vicini Burgos	Juan Bautista Vicini Burgos	Q1710374
24226,24227,24228,24229,24230	ORG	Presidencia Provisional de la República	Presidencia Provisional de la República	Presidencia Provisional de la República	
24306	PER	Dimitas	Dimitas	Dimitas	
24313,24314	PER	Frias Montalvo	Fras Montalvo	Fras Montalvo	
24326,24327	PER	Haraldo Dominicano	Haraldo Dominicano	Haraldo Dominicano	
24347,24348	PER	Dimas Frias	Dimas Frías	Dimas Frías	
24372	LOC	Este	Este	Este	
24390	ORG	República	República Dominicana	República Dominicana	
24404,24405,24406,24407	PER	Celina L. de Gonzalez	Celina L. de Gonzalez	Celina L. de Gonzalez	
24420,24421	PER	CelinaRegel Gilson	Celina Regel Gilson	Celina Regel Gilson	
24426	LOC	Brukelas	Brukelas	Brukelas	
24446	PER	JorgeCuesta	Jorge Cuesta	Jorge Cuesta	
24455,24456	MISC	La Castellana	La Castellana	La Castellana	
24485	PER	Dios	Dios	God	Q190
24536,24537	LOC	San José	San Jose	San Jose	
24543,24544	PER	Candida Richiez	Cándida Richiez	Cándida Richiez	
24546,24547	PER	Atenas Richiez	Atenas Richiez	Atenas Richiez	
24549,24550,24551,24552	PER	Enriqueta M. de Cruzado	C. Enriqueta Maggiolo de Cruzado	C. Enriqueta Maggiolo de Cruzado	
24555,24556	LOC	San Cristóbal	San Cristóbal	San Cristóbal	
24567,24568	PER	Cándida Richiez	Cándida Richiez	Cándida Richiez	
24607	MISC	Duarte	Duarte	Duarte	
24612,24613,24614	LOC	Isabel de Corres	Isabel de Corres	Isabel de Corres	
24648	MISC	Combate	Combate	Combate	
24664,24665	ORG	Adams Nieva	Adams Nieva	Adams Nieva	
24670	ORG	Cibao	Cibao	Cibao	
24700	MISC	IENINA	IENINA	Ienina	
24712	PER	Arácida	Arácida	Arácida	
24728	MISC	Paz	Paz	Paz	
24735,24736,24737	PER	Delia M. Weber	Delia Weber	Delia Weber	Q28917373
24739,2474	PER	Armando Oscar	Armando Oscar Pacheco	Armando Oscar Pacheco	Q131625582
24743,24744,24745,24746	PER	Consuelo M. de Frías	Consuelo Montalvo de Frías	Consuelo Montalvo de Frías	
24748,24749,24750	PER	Miquel A. Guerrero	Miguel A. Guerrero	Miguel A. Guerrero	
24752,24753,24754,24755,24756,24757	PER	M . A . Patín Maceo	M. A. Patín Maceo	Manuel A. Patín Maceo	
24760,24761,24762,24763	MISC	El Marqués de Alemtit	El Marqués de Alemtit	El Marqués de Alemtit	
