documento,n_frases,n_positivas,n_negativas,n_neutras,porcentaje_positivas,porcentaje_negativas,porcentaje_neutras,media_polaridad_bruta,media_polaridad_normalizada
filipinas,1966,643,151,1172,32.71,7.68,59.61,0.4914,0.015629
