documento,n_frases,n_positivas,n_negativas,n_neutras,porcentaje_positivas,porcentaje_negativas,porcentaje_neutras,media_polaridad_bruta,media_polaridad_normalizada
femina,6037,2062,390,3585,34.16,6.46,59.38,0.4896,0.020035
