sentence_id,documento,orden_frase,tema,keyword_detectada,frase_original,frase_normalizada,n_palabras,n_positivo,n_negativo,polaridad_bruta,polaridad_normalizada,etiqueta_polaridad,palabras_positivas_detectadas,palabras_negativas_detectadas
femina_004965,femina,4965,feminismo,derechos de la mujer,"Regocijadamente felicitamos a ""Fémina” y decididos simpatizadores del feminismo, le exhortamos a seguir en su her mosa labor de reclamar los derechos de la mujer, sometida en Santo Domirgo, casi hasta estos días que corren, a una especie de esclavitud y de olvido que deben desaparecer por completo.",regocijadamente felicitamos a femina y decididos simpatizadores del feminismo le exhortamos a seguir en su her mosa labor de reclamar los derechos de la mujer sometida en santo domirgo casi hasta estos dias que corren a una especie de esclavitud y de olvido que deben desaparecer por completo,48,0,2,-2,-0.0416666666666666,negativa,,esclavitud; sometida
femina_005102,femina,5102,feminismo,feminista,"Pero aparte del negro dolor que nos conmueve, por la inconmensurable desgraciá que se cierne sobre la cansa feminista puertorriqueño, hay otro dolor, no menos intenso por el desaparecimiento eterno de aquella ilustre patriota, mujer hidalga, ciega y fanática adoradora de la libertad y del derecho.",pero aparte del negro dolor que nos conmueve por la inconmensurable desgracia que se cierne sobre la cansa feminista puertorriqueno hay otro dolor no menos intenso por el desaparecimiento eterno de aquella ilustre patriota mujer hidalga ciega y fanatica adoradora de la libertad y del derecho,46,1,3,-2,-0.0434782608695652,negativa,libertad,desgracia; dolor
femina_001467,femina,1467,feminismo,feminismo,"No esperamos que el feminismo presente sea como el de los tiempos pretéritos, cuyas absurdas inclinaciones fueron atacadas resueltamente por Robespierre.",no esperamos que el feminismo presente sea como el de los tiempos preteritos cuyas absurdas inclinaciones fueron atacadas resueltamente por robespierre,21,0,0,0,0.0,neutra,,
femina_001469,femina,1469,feminismo,igualdad,"Tampoco veríamos con buenos ojos la igualdad de sexos, porque esto otro contraría las lleves de la sabia Naturaleza que ha dotado al hombre fisicamente de mas fortaleza porque ha sido creado para un fin distinto al de la débil mujer.",tampoco veriamos con buenos ojos la igualdad de sexos porque esto otro contraria las lleves de la sabia naturaleza que ha dotado al hombre fisicamente de mas fortaleza porque ha sido creado para un fin distinto al de la debil mujer,41,1,1,0,0.0,neutra,sabia,debil
femina_002967,femina,2967,feminismo,feminismo,"CHARADA Fémina Página 10 to at Interesante Cang.— Hemos recibido la interesante revista Newvorquina Feminismo Internacionalrgano importantisimo de la Liga de mujeres ricas e Hispano americanas bajo la direccion. de la notable escritora Elena Arimendi, y cuyaredaccion está encargada al concienzudo escritor E.",charada femina pagina 10 to at interesante cang hemos recibido la interesante revista newvorquina feminismo internacionalrgano importantisimo de la liga de mujeres ricas e hispano americanas bajo la direccion de la notable escritora elena arimendi y cuyaredaccion esta encargada al concienzudo escritor e,43,0,0,0,0.0,neutra,,
femina_003800,femina,3800,feminismo,sufragio,Hasta después del 31 de julio de 1925 se hará extensivo el derecho de voto activo y pasivo de la mujer á los demás actos del sufragio.,hasta despues del 31 de julio de 1925 se hara extensivo el derecho de voto activo y pasivo de la mujer a los demas actos del sufragio,27,0,0,0,0.0,neutra,,
femina_004259,femina,4259,feminismo,feminismo,"Fémina Página 2 COMO ENTIENDE EL FEMINISMO EL ""CLUB FEMENINO DE CUBA"" Por PILAR JORGE DE TELLA.",femina pagina 2 como entiende el feminismo el club femenino de cuba por pilar jorge de tella,17,0,0,0,0.0,neutra,,
femina_004266,femina,4266,feminismo,feminismo,"Siendo tan diversos los conceptos que sobre el Feminismo sustenta gran numero de personas con quienes hemos hablado de esta materia, y comprendiendo que tan distintas interpretaciones dan lugar á juicios equivocados unos, malevolos otros, pero todos tendientes a tergiversar la verdadera finalidad de los ideales de la mujer, el ClubFemenino de Cuba decidió crear, conforme á las aspiraciones de su nuevo programa, un curso que enseñara y estableciera, en forma clara y terminante, los diversos aspectos que abarca el feminismo y así, diatanizar toda duda y temor que á este respecto aún subsiste en multitud de mujeres y hombres.",siendo tan diversos los conceptos que sobre el feminismo sustenta gran numero de personas con quienes hemos hablado de esta materia y comprendiendo que tan distintas interpretaciones dan lugar a juicios equivocados unos malevolos otros pero todos tendientes a tergiversar la verdadera finalidad de los ideales de la mujer el clubfemenino de cuba decidio crear conforme a las aspiraciones de su nuevo programa un curso que ensenara y estableciera en forma clara y terminante los diversos aspectos que abarca el feminismo y asi diatanizar toda duda y temor que a este respecto aun subsiste en multitud de mujeres y hombres,100,0,0,0,0.0,neutra,,
femina_004272,femina,4272,feminismo,feminismo,"Si alguno se dedicase a los cuidados genuinamente femeninos no culpeis por eso al feminismo, ello solo obedecería á un capricho de la naturaleza que suele producir esos ejemplares en todo tiempo como para demostrar el infinito poder que posee uniendo dos sexos en uno.",si alguno se dedicase a los cuidados genuinamente femeninos no culpeis por eso al feminismo ello solo obedeceria a un capricho de la naturaleza que suele producir esos ejemplares en todo tiempo como para demostrar el infinito poder que posee uniendo dos sexos en uno,45,0,0,0,0.0,neutra,,
femina_004295,femina,4295,feminismo,feminismo,Termino diciendoos que con la conferencia de hoy dá principio el curso de feminismo á cargo del reputado profesor Dr.,termino diciendoos que con la conferencia de hoy da principio el curso de feminismo a cargo del reputado profesor dr,20,0,0,0,0.0,neutra,,
femina_004438,femina,4438,feminismo,sufragio,Benito Mussolini concedió una audiencia á Regina Tersulza que que llevaba la representa ción de un comite del Congreso de la Ananza internacional del Sufragio.,benito mussolini concedio una audiencia a regina tersulza que que llevaba la representa cion de un comite del congreso de la ananza internacional del sufragio,25,0,0,0,0.0,neutra,,
femina_004439,femina,4439,feminismo,feminismo,"Mussolini mostro interes por este asunto y diMussolini y el Voto Femenino jo que en su oportunidad buscara los medios para que se acepten las demandas de las mujeres sufragistas de Italia. (De ""Feminismo Internacional) Página 9 Fémina BODAS ELEGANTES.",mussolini mostro interes por este asunto y dimussolini y el voto femenino jo que en su oportunidad buscara los medios para que se acepten las demandas de las mujeres sufragistas de italia de feminismo internacional pagina 9 femina bodas elegantes,40,0,0,0,0.0,neutra,,
femina_000042,femina,42,feminismo,emancipación,"Ella, como el mágico Moisés de la sagrada leyenda, al dar con su vara en la dura roca, hizo brotar como rico maná que dará sustento á su cerebro, oscurecido por la lucha diaria de las faenas del hogar, la dulce ""FEMINA"", valiosa egida que tomará en la lid civilizadora, honroso galardón que ostentará con orgullo su erguida frente, gallardo estandarte de la mas loable institución, que llevará elocuente, el eco de su voz, del uno al otro confín, y hará saber al mundo, que ella sabe luchar y triunfar, apartando animosa los escollos del camino, para ascender triunfante á la cima de su ideal de libertad y gloria! ¡Amadas compañeras! para vosotras va un fraternal abrazo, exortándoos a proseguir sin desmayos en vuestra noble senda y lanzaremos en no lejano día el triunfal grito de la emancipación de nuestro derecho. que iluminará nuestras almas con el rayo. divino de la antorcha portentosa de la Libertad, y habremos conquistado el laurel de la Victoria! CONSUELO M.",ella como el magico moises de la sagrada leyenda al dar con su vara en la dura roca hizo brotar como rico mana que dara sustento a su cerebro oscurecido por la lucha diaria de las faenas del hogar la dulce femina valiosa egida que tomara en la lid civilizadora honroso galardon que ostentara con orgullo su erguida frente gallardo estandarte de la mas loable institucion que llevara elocuente el eco de su voz del uno al otro confin y hara saber al mundo que ella sabe luchar y triunfar apartando animosa los escollos del camino para ascender triunfante a la cima de su ideal de libertad y gloria amadas companeras para vosotras va un fraternal abrazo exortandoos a proseguir sin desmayos en vuestra noble senda y lanzaremos en no lejano dia el triunfal grito de la emancipacion de nuestro derecho que iluminara nuestras almas con el rayo divino de la antorcha portentosa de la libertad y habremos conquistado el laurel de la victoria consuelo m,166,13,1,12,0.072289156626506,positiva,consuelo; dulce; fraternal; gloria; honroso; libertad; noble; saber; sagrada; triunfante; triunfar; victoria,dura
femina_004100,femina,4100,feminismo,feminismo,"¡Como no laborar con entusiasmo junto a esas que valerosamente quieren con su ilustración, ennoblecer el feminismo! Yo como dominicana, que lleva dentro de sí, el ideal del progreso de mi sexo, para bien de esta patria, deseo larga vida a tan simpática revista, a la vez que felicito con todo el calor de una joven alma, a esas obreras infatigables, que sin duda, han conquistado ya los verdes laureles que da la constancia y el esfuerzo.",como no laborar con entusiasmo junto a esas que valerosamente quieren con su ilustracion ennoblecer el feminismo yo como dominicana que lleva dentro de si el ideal del progreso de mi sexo para bien de esta patria deseo larga vida a tan simpatica revista a la vez que felicito con todo el calor de una joven alma a esas obreras infatigables que sin duda han conquistado ya los verdes laureles que da la constancia y el esfuerzo,77,6,0,6,0.0779220779220779,positiva,alma; bien; entusiasmo; ilustracion; progreso; vida,
femina_000168,femina,168,feminismo,feminismo,"COMBATIR el medio ambiente social, por medio de una esmerada cultura, colocar á la mujer dominicana con el alto pedestal que le corresponde, sin el menosca bo de su exquisita delicadeza, ni del espiritual feminismo que constituye su mayor encanto: he aquí nuestro lema.",combatir el medio ambiente social por medio de una esmerada cultura colocar a la mujer dominicana con el alto pedestal que le corresponde sin el menosca bo de su exquisita delicadeza ni del espiritual feminismo que constituye su mayor encanto he aqui nuestro lema,44,4,0,4,0.0909090909090909,positiva,cultura; delicadeza; encanto; exquisita,
femina_001473,femina,1473,feminismo,emancipación,"Es este el paso de avance que nos acerca al triunfo, ya que solo buscamos la emancipación para un fin que enaltece y redime á la mujer virtuosa.",es este el paso de avance que nos acerca al triunfo ya que solo buscamos la emancipacion para un fin que enaltece y redime a la mujer virtuosa,28,4,0,4,0.1428571428571428,positiva,enaltece; redime; triunfo; virtuosa,
femina_004269,femina,4269,feminismo,igualdad,"Al hombre también le enseñará que no tiene razón en temer los efectos que puedan derivarse de la igualdad de derechos que su compañera en especie debe disfrutar, pues el desenvolvimiento de la civilización demuestra que la naturaleza es prodiga en el empleo de las actividades del hombre y a medida que la humanidad se reproduce y se extiende por todas partes de nuestro planeTa, vemos como despierta y agudiza la inteligencia á sus moradores y les abre nuevas orientaciones en donde encuentra ocupación la energía humana.",al hombre tambien le ensenara que no tiene razon en temer los efectos que puedan derivarse de la igualdad de derechos que su companera en especie debe disfrutar pues el desenvolvimiento de la civilizacion demuestra que la naturaleza es prodiga en el empleo de las actividades del hombre y a medida que la humanidad se reproduce y se extiende por todas partes de nuestro planeta vemos como despierta y agudiza la inteligencia a sus moradores y les abre nuevas orientaciones en donde encuentra ocupacion la energia humana,87,4,0,4,0.0459770114942528,positiva,civilizacion; despierta; inteligencia; razon,
femina_005160,femina,5160,feminismo,feminismo,"De ""Feminismo Internacional” FANTASIA DEL DESVELOS Alma mía, ¿qué velas en la nocturna hora, como los centinelas, con los ojos abiertos para mejor velar, si no tienes ningún tesoro que guardar? ¿Qué velas, alma mía, mientras que asordinados en su funda sombría redoblan sin cesar tambores misteriosos su trémula alegría?.",de feminismo internacional fantasia del desvelos alma mia que velas en la nocturna hora como los centinelas con los ojos abiertos para mejor velar si no tienes ningun tesoro que guardar que velas alma mia mientras que asordinados en su funda sombria redoblan sin cesar tambores misteriosos su tremula alegria,50,4,0,4,0.08,positiva,alegria; alma; mejor,
femina_002833,femina,2833,feminismo,feminismo,"SANZ CARRION (De Feminismo Internacional razón de un hombre que la imploró su amor rendido á sus plantas, no puede haber denigrado un ápice al haber correspondido con su cariño.",sanz carrion de feminismo internacional razon de un hombre que la imploro su amor rendido a sus plantas no puede haber denigrado un apice al haber correspondido con su carino,30,3,0,3,0.1,positiva,amor; carino; razon,
femina_004260,femina,4260,feminismo,feminismo,"Este brillante trabajo de la distinguida, inteligente y culta presidenta del Club Femenino de Cuba fué leído por su autora en la primera de la serie de conferencias que en dicho club dió sobre el feminismo el Dr.",este brillante trabajo de la distinguida inteligente y culta presidenta del club femenino de cuba fue leido por su autora en la primera de la serie de conferencias que en dicho club dio sobre el feminismo el dr,38,3,0,3,0.0789473684210526,positiva,culta; distinguida; inteligente,
femina_004964,femina,4964,feminismo,feminismo,"Fecundo trabajo de intenso feminismo ha sido la vida de ese colega: ha abierto nnovos horizontes a la mujer dominicana, señalándole con jalones de luz el camino, que ha de recorrer en la hora de ahora; se esfuerza porque la mujer, santo nombre: ya sea madre, esposa o hija, ocupe el lugar que merecidamente le corresponde en la sociedad.",fecundo trabajo de intenso feminismo ha sido la vida de ese colega ha abierto nnovos horizontes a la mujer dominicana senalandole con jalones de luz el camino que ha de recorrer en la hora de ahora se esfuerza porque la mujer santo nombre ya sea madre esposa o hija ocupe el lugar que merecidamente le corresponde en la sociedad,59,3,0,3,0.0508474576271186,positiva,fecundo; luz; vida,
femina_005018,femina,5018,feminismo,feminista,"Descanse en paz el alma de la ilustre borinqueña fenecida, apropósito de quien, su compañera de labor Feminista, nuestra ilustrada redactora Maria de Canino, promete para la proxima edicion un interesante articulo necrológiAtinado nombramiento.",descanse en paz el alma de la ilustre borinquena fenecida aproposito de quien su companera de labor feminista nuestra ilustrada redactora maria de canino promete para la proxima edicion un interesante articulo necrologiatinado nombramiento,34,3,0,3,0.088235294117647,positiva,alma; ilustrada; paz,
femina_000029,femina,29,hogar,hogar,"Mas, por encima de esos poderosos obstáculos y despojadas de las presunciones de ser escritoras, hemos resuelto fundar esta Revista, cuyas páginas ofrecerán extenso campo al desenvolvimiento intelectual de la mujer dominicana, de esa humilde y abnegada mujer sobre la cual pesa el grave deber de formar un hogar verdaderamente civilizado, para mas tarde poder llegar á la sociedad hombres conscientemente patriotas.",mas por encima de esos poderosos obstaculos y despojadas de las presunciones de ser escritoras hemos resuelto fundar esta revista cuyas paginas ofreceran extenso campo al desenvolvimiento intelectual de la mujer dominicana de esa humilde y abnegada mujer sobre la cual pesa el grave deber de formar un hogar verdaderamente civilizado para mas tarde poder llegar a la sociedad hombres conscientemente patriotas,62,0,1,-1,-0.0161290322580645,negativa,,obstaculos
femina_000357,femina,357,hogar,casa,"¡Oialá que así sea! ¡Ojalá que, desoyendo la Casa blanca los aviesos consejos del imperialismo, que tanto recelo y desconfianza ha despertado contra los EE.",oiala que asi sea ojala que desoyendo la casa blanca los aviesos consejos del imperialismo que tanto recelo y desconfianza ha despertado contra los ee,25,0,1,-1,-0.04,negativa,,imperialismo
femina_000490,femina,490,hogar,hogar,"Hemos tenido el gusto de ver restablecida va de los quebrantos que la retenían ausente del hogar, la simpática amiga nuestra señora Toñita Ceara.",hemos tenido el gusto de ver restablecida va de los quebrantos que la retenian ausente del hogar la simpatica amiga nuestra senora tonita ceara,24,0,1,-1,-0.0416666666666666,negativa,,quebrantos
femina_001366,femina,1366,hogar,hogar,"Cuanto dolor, y pestilencia y luto! Cuánta mutilación, cuántos cadáveres! Cuanto hogar destruido.",cuanto dolor y pestilencia y luto cuanta mutilacion cuantos cadaveres cuanto hogar destruido,13,0,1,-1,-0.0769230769230769,negativa,,dolor
femina_001510,femina,1510,hogar,casa,"Cuando se interrogó a ésta al respecto, se le emperló la frente de gotas de sudor y temblaron sus labios al contestar: La noche en que ardió la montaña no estuvo mi casa tranquila y obscura? Sin embargo, la madre de Pauna meneaba la cabeza, se mordía el labio inferior, y pensaba, que en este siglo malo, sucedían muchas cosas sorprendentes.",cuando se interrogo a esta al respecto se le emperlo la frente de gotas de sudor y temblaron sus labios al contestar la noche en que ardio la montana no estuvo mi casa tranquila y obscura sin embargo la madre de pauna meneaba la cabeza se mordia el labio inferior y pensaba que en este siglo malo sucedian muchas cosas sorprendentes,61,0,1,-1,-0.0163934426229508,negativa,,malo
femina_002723,femina,2723,hogar,hogar,"Pero de la miseria, de los errores económicos. de las inocentadas y de las picardías, no es el heroe quien está lamado a salvar la patria y el hogar.",pero de la miseria de los errores economicos de las inocentadas y de las picardias no es el heroe quien esta lamado a salvar la patria y el hogar,29,0,1,-1,-0.0344827586206896,negativa,,miseria
femina_002867,femina,2867,hogar,hijos,"Poesía! Son tus hijos los ensueños, ora graves risueños, terrenales o divinos, que embellecen los caminos de los pobres, los pequeños, los humanos peregrinos.",poesia son tus hijos los ensuenos ora graves risuenos terrenales o divinos que embellecen los caminos de los pobres los pequenos los humanos peregrinos,24,0,1,-1,-0.0416666666666666,negativa,,pobres
femina_003035,femina,3035,hogar,hijos,"Yo que soy joven aun, no culpo los errores que comete la inconsciente juventud, sino á los débiles o mal preparados padres, que no han dedicado el tiempo necesario á estudiar y encaminar el carácter de sus hijos e indicarles el camino de la virtud; porque son los padres, ayudados por los maestros, los encargados de dirigir á sus recomendados.",yo que soy joven aun no culpo los errores que comete la inconsciente juventud sino a los debiles o mal preparados padres que no han dedicado el tiempo necesario a estudiar y encaminar el caracter de sus hijos e indicarles el camino de la virtud porque son los padres ayudados por los maestros los encargados de dirigir a sus recomendados,60,1,2,-1,-0.0166666666666666,negativa,virtud,debiles; mal
femina_003770,femina,3770,hogar,hogar,"Uno, dos, tres instantes y las olas se encrespan, se corvierten las nubecillas en nubarrones, y la masa movible de inmensa agua, se arremolina al rededor de la barca y se convierte el corazón del pobre barquero, en urna de terror!! ¿Qué haré Dios de misericordial viento á mi regreso me es contrario y me iría á las agnas seguro y prosigue, crevendo salvar la playa opuesta á su hogar.",uno dos tres instantes y las olas se encrespan se corvierten las nubecillas en nubarrones y la masa movible de inmensa agua se arremolina al rededor de la barca y se convierte el corazon del pobre barquero en urna de terror que hare dios de misericordial viento a mi regreso me es contrario y me iria a las agnas seguro y prosigue crevendo salvar la playa opuesta a su hogar,70,0,1,-1,-0.0142857142857142,negativa,,pobre
femina_004399,femina,4399,hogar,casa,"Pero debes permitirme decir una mentira hoy.... de otra manera, ¿cómo podré explicar en casa donde he estado desde las seis hasta las ocho? Niklos.—Simplemente diles que anduviste caminando en el parque; y rehusa decir otra cosa aunque te torturen con hierros calientes. (La idea de que ella será torturada de tal manera lo hace callar por un segundo; sin embargo, con orgullo varonil vence esa idea y repite); con hierros calientes.",pero debes permitirme decir una mentira hoy de otra manera como podre explicar en casa donde he estado desde las seis hasta las ocho niklos simplemente diles que anduviste caminando en el parque y rehusa decir otra cosa aunque te torturen con hierros calientes la idea de que ella sera torturada de tal manera lo hace callar por un segundo sin embargo con orgullo varonil vence esa idea y repite con hierros calientes,73,0,1,-1,-0.0136986301369863,negativa,,mentira
femina_000007,femina,7,hogar,familia,"APARECE esta revista cientificoliteraria y de intereses generales en momentos bien aflictivos para la familia dominicana; aparece cuando sobre el santo suelo de la Patria soplan las ráfagas del mas insólito imperialismo; aparece cuando mas necesaria es una labor de cooperación, y cuando se necesita edificar con acciones y pensamientos de noble civismo y abnegación sin límites.",aparece esta revista cientificoliteraria y de intereses generales en momentos bien aflictivos para la familia dominicana aparece cuando sobre el santo suelo de la patria soplan las rafagas del mas insolito imperialismo aparece cuando mas necesaria es una labor de cooperacion y cuando se necesita edificar con acciones y pensamientos de noble civismo y abnegacion sin limites,57,2,2,0,0.0,neutra,bien; noble,aflictivos; imperialismo
femina_000066,femina,66,hogar,familia,"La cultura debe aumentar en la mujer su belieza fisico-moral a fin de que la capacite para enfrentarse a la obra nefanda de desmoralización que se inicia en el seno de las sociedades incultas y para que se constituya en mentor de la familia, sólida base de la sociedad general, sobre la que edifiican los pueblos su mas alta personalidad.",la cultura debe aumentar en la mujer su belieza fisico moral a fin de que la capacite para enfrentarse a la obra nefanda de desmoralizacion que se inicia en el seno de las sociedades incultas y para que se constituya en mentor de la familia solida base de la sociedad general sobre la que edifiican los pueblos su mas alta personalidad,61,1,1,0,0.0,neutra,cultura,desmoralizacion
femina_000124,femina,124,hogar,hogar,"SUMARIO: Perfeccionando el Hogar, Editorial.",sumario perfeccionando el hogar editorial,5,0,0,0,0.0,neutra,,
femina_000319,femina,319,hogar,casa,"Cualquier cosa que Vd, desee, nueva, de medio uso o vieja acuda a esta casa.",cualquier cosa que vd desee nueva de medio uso o vieja acuda a esta casa,15,0,0,0,0.0,neutra,,
femina_000635,femina,635,hogar,hijos,"Como para demostrar su poderío y misericordia para con sus hijos, ha realizado á su paso por esta región, la milagrosa Virgen, luminosos acontecimientos que arr gan nuestra fe y levantan con fervor católico los corazones escénticos.",como para demostrar su poderio y misericordia para con sus hijos ha realizado a su paso por esta region la milagrosa virgen luminosos acontecimientos que arr gan nuestra fe y levantan con fervor catolico los corazones escenticos,37,0,0,0,0.0,neutra,,
femina_000647,femina,647,hogar,hogar,Hogar de placemes.,hogar de placemes,3,0,0,0,0.0,neutra,,
femina_000669,femina,669,hogar,esposa,"Vuestro altercado import.. 1 Juzgo, esposa, que ning.... 1 Tolerará ese agua..........",vuestro altercado import 1 juzgo esposa que ning 1 tolerara ese agua,12,0,0,0,0.0,neutra,,
femina_000671,femina,671,hogar,casa,Que me juego hasta los de 2? ¿Que solo vivo entre enre..22 Que una actriz me tiene ch.8? Que me aguardan mil desas 3? Dentro de días conta.......22 Y que no tengo abona.....22 Los recibos de mis sas......3 Que á mi casa acuden to....,que me juego hasta los de 2 que solo vivo entre enre 22 que una actriz me tiene ch 8 que me aguardan mil desas 3 dentro de dias conta 22 y que no tengo abona 22 los recibos de mis sas 3 que a mi casa acuden to,49,0,0,0,0.0,neutra,,
femina_000692,femina,692,hogar,casa,"Casa ""Villamarzo"" Colmado y Confitería.",casa villamarzo colmado y confiteria,5,0,0,0,0.0,neutra,,
femina_000694,femina,694,hogar,familia,Especial atención a ventas al por mayor para casas de familia.,especial atencion a ventas al por mayor para casas de familia,11,0,0,0,0.0,neutra,,
femina_004572,femina,4572,hogar,hijos,"Por tanto, distinguido señor, creo oportuno y de gran utilidad para entrambos mundos, de honor para la America Latina y de plena satisfacción para sus dignos hijos, el que lleve a la palpable y universal, amena e instructiva, popular e interesante escena cinematográfica, la magna y gloriosa epopeya de la Libertad de América, en cuya jornada, dicho sea en honor de la verdad, descuela el Libertador, el magnífico y colosal SIMON BOLIVAR, quien, según el elocuente decir del sabio jurisconsulto e insigne prosador y poeta Don Ceciho Acosta, es cabeza de los milagros, lengua de las maravillas y según el nuestro, brazo de las acciones, y en que venezuela, la patria de éste y de aquel, del precurso héroe y mártir Miranda, de otros héroes y mártires más, la vuestra y la de nuestra mayor admiración y simpatía por sus proezas inauditas, y su fecunda lapor intelectual, fué sin duda alguna, de todo el vasto teatro del Continente, donde se luchara más, y más tesoneramente en pro de la tan granria causa de la libertad de America. diosa y noble, como importante y lejendaCon gran satisfacción, placeme exprearle que a ninguna otra persona he podido dirigirme en tal sentido antes que a vos, porque vos contais, ademas con el valioso recurso de la capacidad, con el de la relación y de la personalidad, y porque no tengo el gusto de conocer a otra.... ni creo existirá quien o quienes hayan luchado y luchen con tan persistente afán en difundir las brillantes acciones de aquel héroe y las altas grandezas de esa parte, y de todo nuestro inmenso Continente, formado con sangre de nuestras propias venas, animado por el alma de nuestra propia alma, encaminado á un solo fin, a un mismo glorioso ideal y cuyasuerte fué en el lejano pasado, es en el algido presente y será en el futuro e indeciso porvenir, nuestra misma dichosa o fatal suerte.",por tanto distinguido senor creo oportuno y de gran utilidad para entrambos mundos de honor para la america latina y de plena satisfaccion para sus dignos hijos el que lleve a la palpable y universal amena e instructiva popular e interesante escena cinematografica la magna y gloriosa epopeya de la libertad de america en cuya jornada dicho sea en honor de la verdad descuela el libertador el magnifico y colosal simon bolivar quien segun el elocuente decir del sabio jurisconsulto e insigne prosador y poeta don ceciho acosta es cabeza de los milagros lengua de las maravillas y segun el nuestro brazo de las acciones y en que venezuela la patria de este y de aquel del precurso heroe y martir miranda de otros heroes y martires mas la vuestra y la de nuestra mayor admiracion y simpatia por sus proezas inauditas y su fecunda lapor intelectual fue sin duda alguna de todo el vasto teatro del continente donde se luchara mas y mas tesoneramente en pro de la tan granria causa de la libertad de america diosa y noble como importante y lejendacon gran satisfaccion placeme exprearle que a ninguna otra persona he podido dirigirme en tal sentido antes que a vos porque vos contais ademas con el valioso recurso de la capacidad con el de la relacion y de la personalidad y porque no tengo el gusto de conocer a otra ni creo existira quien o quienes hayan luchado y luchen con tan persistente afan en difundir las brillantes acciones de aquel heroe y las altas grandezas de esa parte y de todo nuestro inmenso continente formado con sangre de nuestras propias venas animado por el alma de nuestra propia alma encaminado a un solo fin a un mismo glorioso ideal y cuyasuerte fue en el lejano pasado es en el algido presente y sera en el futuro e indeciso porvenir nuestra misma dichosa o fatal suerte,319,15,1,14,0.0438871473354232,positiva,alma; dignos; distinguido; fecunda; gloriosa; glorioso; honor; importante; libertad; noble; porvenir; sabio,fatal
femina_000042,femina,42,hogar,hogar,"Ella, como el mágico Moisés de la sagrada leyenda, al dar con su vara en la dura roca, hizo brotar como rico maná que dará sustento á su cerebro, oscurecido por la lucha diaria de las faenas del hogar, la dulce ""FEMINA"", valiosa egida que tomará en la lid civilizadora, honroso galardón que ostentará con orgullo su erguida frente, gallardo estandarte de la mas loable institución, que llevará elocuente, el eco de su voz, del uno al otro confín, y hará saber al mundo, que ella sabe luchar y triunfar, apartando animosa los escollos del camino, para ascender triunfante á la cima de su ideal de libertad y gloria! ¡Amadas compañeras! para vosotras va un fraternal abrazo, exortándoos a proseguir sin desmayos en vuestra noble senda y lanzaremos en no lejano día el triunfal grito de la emancipación de nuestro derecho. que iluminará nuestras almas con el rayo. divino de la antorcha portentosa de la Libertad, y habremos conquistado el laurel de la Victoria! CONSUELO M.",ella como el magico moises de la sagrada leyenda al dar con su vara en la dura roca hizo brotar como rico mana que dara sustento a su cerebro oscurecido por la lucha diaria de las faenas del hogar la dulce femina valiosa egida que tomara en la lid civilizadora honroso galardon que ostentara con orgullo su erguida frente gallardo estandarte de la mas loable institucion que llevara elocuente el eco de su voz del uno al otro confin y hara saber al mundo que ella sabe luchar y triunfar apartando animosa los escollos del camino para ascender triunfante a la cima de su ideal de libertad y gloria amadas companeras para vosotras va un fraternal abrazo exortandoos a proseguir sin desmayos en vuestra noble senda y lanzaremos en no lejano dia el triunfal grito de la emancipacion de nuestro derecho que iluminara nuestras almas con el rayo divino de la antorcha portentosa de la libertad y habremos conquistado el laurel de la victoria consuelo m,166,13,1,12,0.072289156626506,positiva,consuelo; dulce; fraternal; gloria; honroso; libertad; noble; saber; sagrada; triunfante; triunfar; victoria,dura
femina_002809,femina,2809,hogar,hogar,"¿Qué sería el mundo para vosotros sin esa tierna compañía? Un desierto sin oasis, un campo sin flores ni perfumes, sin mariposas ni sonrisas, en donde no hallaríais en vuestras horas de cansancio y de fatiga el dulce remanso del amor que es la felicidad de la existencia; ni os alarmeis porque un grupo de mujeres decididas labore desde la vieja Europa con la aristocracia y sprit de su Francia y el romanticismo de su bella y heróica España hasta la jóven América, en cuyo seno se verguen magestuosas las Antillas, como soñadoras adolescentes, y prosigan inspiradas cada una, cual otro nuevo Colón, en el noble empeño de encontrar la tierra ambicionada donde plantar la gloriosa enseña de la civilización, con la honrosa cultura femenina, para llevar el contento á los hogares desposeídos del arma poderosa de la armonía, donde el hombre se convierta en tiranuelo, o la mujer se incapacite para el gobierno de su hogar por medio de su ignorancia, llevando tras sí el derrumbe del hermoso alcázar destinado tan sólo á la felicidad.",que seria el mundo para vosotros sin esa tierna compania un desierto sin oasis un campo sin flores ni perfumes sin mariposas ni sonrisas en donde no hallariais en vuestras horas de cansancio y de fatiga el dulce remanso del amor que es la felicidad de la existencia ni os alarmeis porque un grupo de mujeres decididas labore desde la vieja europa con la aristocracia y sprit de su francia y el romanticismo de su bella y heroica espana hasta la joven america en cuyo seno se verguen magestuosas las antillas como sonadoras adolescentes y prosigan inspiradas cada una cual otro nuevo colon en el noble empeno de encontrar la tierra ambicionada donde plantar la gloriosa ensena de la civilizacion con la honrosa cultura femenina para llevar el contento a los hogares desposeidos del arma poderosa de la armonia donde el hombre se convierta en tiranuelo o la mujer se incapacite para el gobierno de su hogar por medio de su ignorancia llevando tras si el derrumbe del hermoso alcazar destinado tan solo a la felicidad,176,12,2,10,0.0568181818181818,positiva,amor; bella; civilizacion; cultura; dulce; felicidad; gloriosa; hermoso; heroica; honrosa; noble,derrumbe; ignorancia
