sentence_id,documento,orden_frase,tema,keyword_detectada,frase_original,frase_normalizada,n_palabras
femina_000007,femina,7,patria,patria,"APARECE esta revista cientificoliteraria y de intereses generales en momentos bien aflictivos para la familia dominicana; aparece cuando sobre el santo suelo de la Patria soplan las ráfagas del mas insólito imperialismo; aparece cuando mas necesaria es una labor de cooperación, y cuando se necesita edificar con acciones y pensamientos de noble civismo y abnegación sin límites.",aparece esta revista cientificoliteraria y de intereses generales en momentos bien aflictivos para la familia dominicana aparece cuando sobre el santo suelo de la patria soplan las rafagas del mas insolito imperialismo aparece cuando mas necesaria es una labor de cooperacion y cuando se necesita edificar con acciones y pensamientos de noble civismo y abnegacion sin limites,57
femina_000007,femina,7,hogar,familia,"APARECE esta revista cientificoliteraria y de intereses generales en momentos bien aflictivos para la familia dominicana; aparece cuando sobre el santo suelo de la Patria soplan las ráfagas del mas insólito imperialismo; aparece cuando mas necesaria es una labor de cooperación, y cuando se necesita edificar con acciones y pensamientos de noble civismo y abnegación sin límites.",aparece esta revista cientificoliteraria y de intereses generales en momentos bien aflictivos para la familia dominicana aparece cuando sobre el santo suelo de la patria soplan las rafagas del mas insolito imperialismo aparece cuando mas necesaria es una labor de cooperacion y cuando se necesita edificar con acciones y pensamientos de noble civismo y abnegacion sin limites,57
femina_000007,femina,7,colonialismo,imperialismo,"APARECE esta revista cientificoliteraria y de intereses generales en momentos bien aflictivos para la familia dominicana; aparece cuando sobre el santo suelo de la Patria soplan las ráfagas del mas insólito imperialismo; aparece cuando mas necesaria es una labor de cooperación, y cuando se necesita edificar con acciones y pensamientos de noble civismo y abnegación sin límites.",aparece esta revista cientificoliteraria y de intereses generales en momentos bien aflictivos para la familia dominicana aparece cuando sobre el santo suelo de la patria soplan las rafagas del mas insolito imperialismo aparece cuando mas necesaria es una labor de cooperacion y cuando se necesita edificar con acciones y pensamientos de noble civismo y abnegacion sin limites,57
femina_000008,femina,8,patria,soberanía,"Verdad es que hasta ahora hemos podido, gracias a nuestra conducta loada con calor por los pueblos hermanos enclavados en el vasto continente colombino, impedir los designios, de la fuerza interventora que ha detentado nuestra preciosa soberanía por mas de seis años de dura servidumbre; cierto que a pesar de nuestra disparidad de criterios y de nuestras lamentables desavenencias en el modus procedendi para la reivindicación de nuestros derechos, hemos mantenido en alto la bandera de la rebeldía cívica; cierto, es verdad, todo ello; pero á nadie se le oculta que si hubiera existido un solo pensamiento, una sola acción para el logro de nuestro anhelo nos hubiésemos ahorrado muchos disgustos y no pocos entorpecimientos que han obrado en nuestro daño.",verdad es que hasta ahora hemos podido gracias a nuestra conducta loada con calor por los pueblos hermanos enclavados en el vasto continente colombino impedir los designios de la fuerza interventora que ha detentado nuestra preciosa soberania por mas de seis anos de dura servidumbre cierto que a pesar de nuestra disparidad de criterios y de nuestras lamentables desavenencias en el modus procedendi para la reivindicacion de nuestros derechos hemos mantenido en alto la bandera de la rebeldia civica cierto es verdad todo ello pero a nadie se le oculta que si hubiera existido un solo pensamiento una sola accion para el logro de nuestro anhelo nos hubiesemos ahorrado muchos disgustos y no pocos entorpecimientos que han obrado en nuestro dano,121
femina_000008,femina,8,colonialismo,soberanía,"Verdad es que hasta ahora hemos podido, gracias a nuestra conducta loada con calor por los pueblos hermanos enclavados en el vasto continente colombino, impedir los designios, de la fuerza interventora que ha detentado nuestra preciosa soberanía por mas de seis años de dura servidumbre; cierto que a pesar de nuestra disparidad de criterios y de nuestras lamentables desavenencias en el modus procedendi para la reivindicación de nuestros derechos, hemos mantenido en alto la bandera de la rebeldía cívica; cierto, es verdad, todo ello; pero á nadie se le oculta que si hubiera existido un solo pensamiento, una sola acción para el logro de nuestro anhelo nos hubiésemos ahorrado muchos disgustos y no pocos entorpecimientos que han obrado en nuestro daño.",verdad es que hasta ahora hemos podido gracias a nuestra conducta loada con calor por los pueblos hermanos enclavados en el vasto continente colombino impedir los designios de la fuerza interventora que ha detentado nuestra preciosa soberania por mas de seis anos de dura servidumbre cierto que a pesar de nuestra disparidad de criterios y de nuestras lamentables desavenencias en el modus procedendi para la reivindicacion de nuestros derechos hemos mantenido en alto la bandera de la rebeldia civica cierto es verdad todo ello pero a nadie se le oculta que si hubiera existido un solo pensamiento una sola accion para el logro de nuestro anhelo nos hubiesemos ahorrado muchos disgustos y no pocos entorpecimientos que han obrado en nuestro dano,121
femina_000011,femina,11,colonialismo,ocupante,"La única identidad nuestra solo ha consistido en oponer como infranqueable valor a los aviesos tanteos del ocupante, nuestra rotunda negativa.",la unica identidad nuestra solo ha consistido en oponer como infranqueable valor a los aviesos tanteos del ocupante nuestra rotunda negativa,21
femina_000012,femina,12,patria,pueblo,Somos el pueblo ...,somos el pueblo,3
femina_000015,femina,15,mujer,mujer,"Pero a nuestro entender eso no basta, ya, preciso procurar poner en juego nuestras actividades colectivas con una orientación exclusiva y absoluta; es preciso tratar de que no haya un solo elemento social que permanezca inactivo en la ardua tarea de romper nuestras cadenas, y de ahí que hayamos concebido el propósito de publicar una revista en que, laborando por la unificación nacional, ofrezca ancho campo a la mujer dominicana, para que tan poderoso agente produzca sin el menor estorbo, su acción fecunda y bienhechora.",pero a nuestro entender eso no basta ya preciso procurar poner en juego nuestras actividades colectivas con una orientacion exclusiva y absoluta es preciso tratar de que no haya un solo elemento social que permanezca inactivo en la ardua tarea de romper nuestras cadenas y de ahi que hayamos concebido el proposito de publicar una revista en que laborando por la unificacion nacional ofrezca ancho campo a la mujer dominicana para que tan poderoso agente produzca sin el menor estorbo su accion fecunda y bienhechora,85
femina_000015,femina,15,patria,nacional,"Pero a nuestro entender eso no basta, ya, preciso procurar poner en juego nuestras actividades colectivas con una orientación exclusiva y absoluta; es preciso tratar de que no haya un solo elemento social que permanezca inactivo en la ardua tarea de romper nuestras cadenas, y de ahí que hayamos concebido el propósito de publicar una revista en que, laborando por la unificación nacional, ofrezca ancho campo a la mujer dominicana, para que tan poderoso agente produzca sin el menor estorbo, su acción fecunda y bienhechora.",pero a nuestro entender eso no basta ya preciso procurar poner en juego nuestras actividades colectivas con una orientacion exclusiva y absoluta es preciso tratar de que no haya un solo elemento social que permanezca inactivo en la ardua tarea de romper nuestras cadenas y de ahi que hayamos concebido el proposito de publicar una revista en que laborando por la unificacion nacional ofrezca ancho campo a la mujer dominicana para que tan poderoso agente produzca sin el menor estorbo su accion fecunda y bienhechora,85
femina_000016,femina,16,mujer,mujer,"La mujer nuestra, deseosa de arrimar el hombro á la causa nacional, solo ha podido hasta el presente prestar una ayuda material y secundaria, cuando bien podría con su inteligencia difundir virtud y cultura en las masas populares.",la mujer nuestra deseosa de arrimar el hombro a la causa nacional solo ha podido hasta el presente prestar una ayuda material y secundaria cuando bien podria con su inteligencia difundir virtud y cultura en las masas populares,38
femina_000016,femina,16,patria,nacional,"La mujer nuestra, deseosa de arrimar el hombro á la causa nacional, solo ha podido hasta el presente prestar una ayuda material y secundaria, cuando bien podría con su inteligencia difundir virtud y cultura en las masas populares.",la mujer nuestra deseosa de arrimar el hombro a la causa nacional solo ha podido hasta el presente prestar una ayuda material y secundaria cuando bien podria con su inteligencia difundir virtud y cultura en las masas populares,38
femina_000016,femina,16,educacion,cultura,"La mujer nuestra, deseosa de arrimar el hombro á la causa nacional, solo ha podido hasta el presente prestar una ayuda material y secundaria, cuando bien podría con su inteligencia difundir virtud y cultura en las masas populares.",la mujer nuestra deseosa de arrimar el hombro a la causa nacional solo ha podido hasta el presente prestar una ayuda material y secundaria cuando bien podria con su inteligencia difundir virtud y cultura en las masas populares,38
femina_000016,femina,16,educacion,inteligencia,"La mujer nuestra, deseosa de arrimar el hombro á la causa nacional, solo ha podido hasta el presente prestar una ayuda material y secundaria, cuando bien podría con su inteligencia difundir virtud y cultura en las masas populares.",la mujer nuestra deseosa de arrimar el hombro a la causa nacional solo ha podido hasta el presente prestar una ayuda material y secundaria cuando bien podria con su inteligencia difundir virtud y cultura en las masas populares,38
femina_000016,femina,16,religion,virtud,"La mujer nuestra, deseosa de arrimar el hombro á la causa nacional, solo ha podido hasta el presente prestar una ayuda material y secundaria, cuando bien podría con su inteligencia difundir virtud y cultura en las masas populares.",la mujer nuestra deseosa de arrimar el hombro a la causa nacional solo ha podido hasta el presente prestar una ayuda material y secundaria cuando bien podria con su inteligencia difundir virtud y cultura en las masas populares,38
femina_000017,femina,17,mujer,mujer,La mujer dominicana merece ocupar en esta hora adversa el puesto intelectual que merece.,la mujer dominicana merece ocupar en esta hora adversa el puesto intelectual que merece,14
femina_000018,femina,18,patria,pueblo,"Y ese puesto de insigne distinción, ese lugar señalado para actuar en bien de la libertad y la cultura de su pueblo, viene a brindárselo esta humilde revista.",y ese puesto de insigne distincion ese lugar senalado para actuar en bien de la libertad y la cultura de su pueblo viene a brindarselo esta humilde revista,28
femina_000018,femina,18,educacion,cultura,"Y ese puesto de insigne distinción, ese lugar señalado para actuar en bien de la libertad y la cultura de su pueblo, viene a brindárselo esta humilde revista.",y ese puesto de insigne distincion ese lugar senalado para actuar en bien de la libertad y la cultura de su pueblo viene a brindarselo esta humilde revista,28
femina_000019,femina,19,mujer,mujer,"¡Ojalá que los resultados superen a nuestras esperanzas en honra y bienestar de la Patria! Fémina Página 2 ""LA MUJER"" Para ""Fémina"" MIENTRAS en el corazón de la mujer anide el sentimiento de la Patria, no hay peligro de que desaparezcan las nacionalidades, porque el mundo mas que por las ideas, se rige por los sentimientos.",ojala que los resultados superen a nuestras esperanzas en honra y bienestar de la patria femina pagina 2 la mujer para femina mientras en el corazon de la mujer anide el sentimiento de la patria no hay peligro de que desaparezcan las nacionalidades porque el mundo mas que por las ideas se rige por los sentimientos,56
femina_000019,femina,19,patria,patria,"¡Ojalá que los resultados superen a nuestras esperanzas en honra y bienestar de la Patria! Fémina Página 2 ""LA MUJER"" Para ""Fémina"" MIENTRAS en el corazón de la mujer anide el sentimiento de la Patria, no hay peligro de que desaparezcan las nacionalidades, porque el mundo mas que por las ideas, se rige por los sentimientos.",ojala que los resultados superen a nuestras esperanzas en honra y bienestar de la patria femina pagina 2 la mujer para femina mientras en el corazon de la mujer anide el sentimiento de la patria no hay peligro de que desaparezcan las nacionalidades porque el mundo mas que por las ideas se rige por los sentimientos,56
femina_000020,femina,20,patria,patria,"Contra la idea, en plena derrota de hacer de la tierra una absurda cooperativa empeñada en borrar las huellas de la historia y el noble prestigio de las razas se levanta el sentimiento patriótico que no rehuye la confraternidad con otros pueblos, pero que tiene de la Patria el alto concepto de que es una ampliación del hogar y pide para ellala inviolabilidad intransigente y sagrada que hace del domicilio un castillo inabordable......",contra la idea en plena derrota de hacer de la tierra una absurda cooperativa empenada en borrar las huellas de la historia y el noble prestigio de las razas se levanta el sentimiento patriotico que no rehuye la confraternidad con otros pueblos pero que tiene de la patria el alto concepto de que es una ampliacion del hogar y pide para ellala inviolabilidad intransigente y sagrada que hace del domicilio un castillo inabordable,73
femina_000020,femina,20,patria,patriótico,"Contra la idea, en plena derrota de hacer de la tierra una absurda cooperativa empeñada en borrar las huellas de la historia y el noble prestigio de las razas se levanta el sentimiento patriótico que no rehuye la confraternidad con otros pueblos, pero que tiene de la Patria el alto concepto de que es una ampliación del hogar y pide para ellala inviolabilidad intransigente y sagrada que hace del domicilio un castillo inabordable......",contra la idea en plena derrota de hacer de la tierra una absurda cooperativa empenada en borrar las huellas de la historia y el noble prestigio de las razas se levanta el sentimiento patriotico que no rehuye la confraternidad con otros pueblos pero que tiene de la patria el alto concepto de que es una ampliacion del hogar y pide para ellala inviolabilidad intransigente y sagrada que hace del domicilio un castillo inabordable,73
femina_000020,femina,20,raza,razas,"Contra la idea, en plena derrota de hacer de la tierra una absurda cooperativa empeñada en borrar las huellas de la historia y el noble prestigio de las razas se levanta el sentimiento patriótico que no rehuye la confraternidad con otros pueblos, pero que tiene de la Patria el alto concepto de que es una ampliación del hogar y pide para ellala inviolabilidad intransigente y sagrada que hace del domicilio un castillo inabordable......",contra la idea en plena derrota de hacer de la tierra una absurda cooperativa empenada en borrar las huellas de la historia y el noble prestigio de las razas se levanta el sentimiento patriotico que no rehuye la confraternidad con otros pueblos pero que tiene de la patria el alto concepto de que es una ampliacion del hogar y pide para ellala inviolabilidad intransigente y sagrada que hace del domicilio un castillo inabordable,73
femina_000020,femina,20,hogar,hogar,"Contra la idea, en plena derrota de hacer de la tierra una absurda cooperativa empeñada en borrar las huellas de la historia y el noble prestigio de las razas se levanta el sentimiento patriótico que no rehuye la confraternidad con otros pueblos, pero que tiene de la Patria el alto concepto de que es una ampliación del hogar y pide para ellala inviolabilidad intransigente y sagrada que hace del domicilio un castillo inabordable......",contra la idea en plena derrota de hacer de la tierra una absurda cooperativa empenada en borrar las huellas de la historia y el noble prestigio de las razas se levanta el sentimiento patriotico que no rehuye la confraternidad con otros pueblos pero que tiene de la patria el alto concepto de que es una ampliacion del hogar y pide para ellala inviolabilidad intransigente y sagrada que hace del domicilio un castillo inabordable,73
femina_000021,femina,21,mujer,mujer,El hombre recibió siempre la inspiración de sus actos de la exaltación de su culto por la mujer.,el hombre recibio siempre la inspiracion de sus actos de la exaltacion de su culto por la mujer,18
femina_000022,femina,22,mujer,mujer,"¿Qué fue la recompensa del guerrero en todo tiempo, sino el Beso de pasión de unos labios fervorosos y la blanda caricia de reposo en el refugio dee unos brazos amantes? La cálida arenga y la osada aventura, no surgió de la mente exaltada ni del brazo esforzado sino a impulsos de un aliento de mujer.",que fue la recompensa del guerrero en todo tiempo sino el beso de pasion de unos labios fervorosos y la blanda caricia de reposo en el refugio dee unos brazos amantes la calida arenga y la osada aventura no surgio de la mente exaltada ni del brazo esforzado sino a impulsos de un aliento de mujer,56
femina_000023,femina,23,mujer,mujer,"Porque la mujer amó el heroismo, los hombres fueron héroes, porque la mujer amó la poesía, los hombres cantaron, porque la mujer amó a la Patria, los hombres fueron patriotas, y supieron tener esos bellos gestos que se agrandan y se eternizan en el tiempo La página mas bella en la historia de la independencia de todos los pueblos la escribió siempre la mano blanca y pura de una mujer.",porque la mujer amo el heroismo los hombres fueron heroes porque la mujer amo la poesia los hombres cantaron porque la mujer amo a la patria los hombres fueron patriotas y supieron tener esos bellos gestos que se agrandan y se eternizan en el tiempo la pagina mas bella en la historia de la independencia de todos los pueblos la escribio siempre la mano blanca y pura de una mujer,70
femina_000023,femina,23,patria,patria,"Porque la mujer amó el heroismo, los hombres fueron héroes, porque la mujer amó la poesía, los hombres cantaron, porque la mujer amó a la Patria, los hombres fueron patriotas, y supieron tener esos bellos gestos que se agrandan y se eternizan en el tiempo La página mas bella en la historia de la independencia de todos los pueblos la escribió siempre la mano blanca y pura de una mujer.",porque la mujer amo el heroismo los hombres fueron heroes porque la mujer amo la poesia los hombres cantaron porque la mujer amo a la patria los hombres fueron patriotas y supieron tener esos bellos gestos que se agrandan y se eternizan en el tiempo la pagina mas bella en la historia de la independencia de todos los pueblos la escribio siempre la mano blanca y pura de una mujer,70
femina_000023,femina,23,patria,independencia,"Porque la mujer amó el heroismo, los hombres fueron héroes, porque la mujer amó la poesía, los hombres cantaron, porque la mujer amó a la Patria, los hombres fueron patriotas, y supieron tener esos bellos gestos que se agrandan y se eternizan en el tiempo La página mas bella en la historia de la independencia de todos los pueblos la escribió siempre la mano blanca y pura de una mujer.",porque la mujer amo el heroismo los hombres fueron heroes porque la mujer amo la poesia los hombres cantaron porque la mujer amo a la patria los hombres fueron patriotas y supieron tener esos bellos gestos que se agrandan y se eternizan en el tiempo la pagina mas bella en la historia de la independencia de todos los pueblos la escribio siempre la mano blanca y pura de una mujer,70
femina_000023,femina,23,raza,blanca,"Porque la mujer amó el heroismo, los hombres fueron héroes, porque la mujer amó la poesía, los hombres cantaron, porque la mujer amó a la Patria, los hombres fueron patriotas, y supieron tener esos bellos gestos que se agrandan y se eternizan en el tiempo La página mas bella en la historia de la independencia de todos los pueblos la escribió siempre la mano blanca y pura de una mujer.",porque la mujer amo el heroismo los hombres fueron heroes porque la mujer amo la poesia los hombres cantaron porque la mujer amo a la patria los hombres fueron patriotas y supieron tener esos bellos gestos que se agrandan y se eternizan en el tiempo la pagina mas bella en la historia de la independencia de todos los pueblos la escribio siempre la mano blanca y pura de una mujer,70
femina_000023,femina,23,colonialismo,independencia,"Porque la mujer amó el heroismo, los hombres fueron héroes, porque la mujer amó la poesía, los hombres cantaron, porque la mujer amó a la Patria, los hombres fueron patriotas, y supieron tener esos bellos gestos que se agrandan y se eternizan en el tiempo La página mas bella en la historia de la independencia de todos los pueblos la escribió siempre la mano blanca y pura de una mujer.",porque la mujer amo el heroismo los hombres fueron heroes porque la mujer amo la poesia los hombres cantaron porque la mujer amo a la patria los hombres fueron patriotas y supieron tener esos bellos gestos que se agrandan y se eternizan en el tiempo la pagina mas bella en la historia de la independencia de todos los pueblos la escribio siempre la mano blanca y pura de una mujer,70
femina_000024,femina,24,mujer,mujer,"El alma de la Patria dominicana, está encarnada en el alma toda abnegación de la mujer dominicana.",el alma de la patria dominicana esta encarnada en el alma toda abnegacion de la mujer dominicana,17
femina_000024,femina,24,patria,patria,"El alma de la Patria dominicana, está encarnada en el alma toda abnegación de la mujer dominicana.",el alma de la patria dominicana esta encarnada en el alma toda abnegacion de la mujer dominicana,17
femina_000028,femina,28,patria,patria,"FUNDAR una revista o un periódico cosa ni fácil ni compleja, observándolo desde el punto de vista intelectual; pero si se tiene en cuenta nuestro ambiente social, desgraciadamente refractario todavía a defender y á favorecer el desarrollo de esas manifestaciones de cultura; el momento actual de esterilidad económica porque atraviesa la familia dominicana y la opresion que sufrimos bajo cuyo peso gime desde hace seis años la desdichada patria de Febrero, es cuestión árdua y compleja la fundación de uno de esos portavoces de la cultura de los pueblos.",fundar una revista o un periodico cosa ni facil ni compleja observandolo desde el punto de vista intelectual pero si se tiene en cuenta nuestro ambiente social desgraciadamente refractario todavia a defender y a favorecer el desarrollo de esas manifestaciones de cultura el momento actual de esterilidad economica porque atraviesa la familia dominicana y la opresion que sufrimos bajo cuyo peso gime desde hace seis anos la desdichada patria de febrero es cuestion ardua y compleja la fundacion de uno de esos portavoces de la cultura de los pueblos,89
femina_000028,femina,28,educacion,cultura,"FUNDAR una revista o un periódico cosa ni fácil ni compleja, observándolo desde el punto de vista intelectual; pero si se tiene en cuenta nuestro ambiente social, desgraciadamente refractario todavía a defender y á favorecer el desarrollo de esas manifestaciones de cultura; el momento actual de esterilidad económica porque atraviesa la familia dominicana y la opresion que sufrimos bajo cuyo peso gime desde hace seis años la desdichada patria de Febrero, es cuestión árdua y compleja la fundación de uno de esos portavoces de la cultura de los pueblos.",fundar una revista o un periodico cosa ni facil ni compleja observandolo desde el punto de vista intelectual pero si se tiene en cuenta nuestro ambiente social desgraciadamente refractario todavia a defender y a favorecer el desarrollo de esas manifestaciones de cultura el momento actual de esterilidad economica porque atraviesa la familia dominicana y la opresion que sufrimos bajo cuyo peso gime desde hace seis anos la desdichada patria de febrero es cuestion ardua y compleja la fundacion de uno de esos portavoces de la cultura de los pueblos,89
femina_000028,femina,28,hogar,familia,"FUNDAR una revista o un periódico cosa ni fácil ni compleja, observándolo desde el punto de vista intelectual; pero si se tiene en cuenta nuestro ambiente social, desgraciadamente refractario todavía a defender y á favorecer el desarrollo de esas manifestaciones de cultura; el momento actual de esterilidad económica porque atraviesa la familia dominicana y la opresion que sufrimos bajo cuyo peso gime desde hace seis años la desdichada patria de Febrero, es cuestión árdua y compleja la fundación de uno de esos portavoces de la cultura de los pueblos.",fundar una revista o un periodico cosa ni facil ni compleja observandolo desde el punto de vista intelectual pero si se tiene en cuenta nuestro ambiente social desgraciadamente refractario todavia a defender y a favorecer el desarrollo de esas manifestaciones de cultura el momento actual de esterilidad economica porque atraviesa la familia dominicana y la opresion que sufrimos bajo cuyo peso gime desde hace seis anos la desdichada patria de febrero es cuestion ardua y compleja la fundacion de uno de esos portavoces de la cultura de los pueblos,89
femina_000029,femina,29,mujer,mujer,"Mas, por encima de esos poderosos obstáculos y despojadas de las presunciones de ser escritoras, hemos resuelto fundar esta Revista, cuyas páginas ofrecerán extenso campo al desenvolvimiento intelectual de la mujer dominicana, de esa humilde y abnegada mujer sobre la cual pesa el grave deber de formar un hogar verdaderamente civilizado, para mas tarde poder llegar á la sociedad hombres conscientemente patriotas.",mas por encima de esos poderosos obstaculos y despojadas de las presunciones de ser escritoras hemos resuelto fundar esta revista cuyas paginas ofreceran extenso campo al desenvolvimiento intelectual de la mujer dominicana de esa humilde y abnegada mujer sobre la cual pesa el grave deber de formar un hogar verdaderamente civilizado para mas tarde poder llegar a la sociedad hombres conscientemente patriotas,62
femina_000029,femina,29,hogar,hogar,"Mas, por encima de esos poderosos obstáculos y despojadas de las presunciones de ser escritoras, hemos resuelto fundar esta Revista, cuyas páginas ofrecerán extenso campo al desenvolvimiento intelectual de la mujer dominicana, de esa humilde y abnegada mujer sobre la cual pesa el grave deber de formar un hogar verdaderamente civilizado, para mas tarde poder llegar á la sociedad hombres conscientemente patriotas.",mas por encima de esos poderosos obstaculos y despojadas de las presunciones de ser escritoras hemos resuelto fundar esta revista cuyas paginas ofreceran extenso campo al desenvolvimiento intelectual de la mujer dominicana de esa humilde y abnegada mujer sobre la cual pesa el grave deber de formar un hogar verdaderamente civilizado para mas tarde poder llegar a la sociedad hombres conscientemente patriotas,62
femina_000032,femina,32,mujer,mujer,"Y, ¿quién mas obligado, quién mas autorizado que nuestra inteligente mujer, á llevar al hogar este hermoso idéal y a cristalizarlo? La mujer es, por su sensible condición espiritual la llamada á señalar á la generación que se levanta en medio á esta desoladora condición político - social que atraviesa nuestra Patria, el derrotero salvador.",y quien mas obligado quien mas autorizado que nuestra inteligente mujer a llevar al hogar este hermoso ideal y a cristalizarlo la mujer es por su sensible condicion espiritual la llamada a senalar a la generacion que se levanta en medio a esta desoladora condicion politico social que atraviesa nuestra patria el derrotero salvador,54
femina_000032,femina,32,patria,patria,"Y, ¿quién mas obligado, quién mas autorizado que nuestra inteligente mujer, á llevar al hogar este hermoso idéal y a cristalizarlo? La mujer es, por su sensible condición espiritual la llamada á señalar á la generación que se levanta en medio á esta desoladora condición político - social que atraviesa nuestra Patria, el derrotero salvador.",y quien mas obligado quien mas autorizado que nuestra inteligente mujer a llevar al hogar este hermoso ideal y a cristalizarlo la mujer es por su sensible condicion espiritual la llamada a senalar a la generacion que se levanta en medio a esta desoladora condicion politico social que atraviesa nuestra patria el derrotero salvador,54
femina_000032,femina,32,hogar,hogar,"Y, ¿quién mas obligado, quién mas autorizado que nuestra inteligente mujer, á llevar al hogar este hermoso idéal y a cristalizarlo? La mujer es, por su sensible condición espiritual la llamada á señalar á la generación que se levanta en medio á esta desoladora condición político - social que atraviesa nuestra Patria, el derrotero salvador.",y quien mas obligado quien mas autorizado que nuestra inteligente mujer a llevar al hogar este hermoso ideal y a cristalizarlo la mujer es por su sensible condicion espiritual la llamada a senalar a la generacion que se levanta en medio a esta desoladora condicion politico social que atraviesa nuestra patria el derrotero salvador,54
femina_000033,femina,33,mujer,mujer,"Sí, la mujer.",si la mujer,3
femina_000034,femina,34,mujer,madre,¿Cómo? Pues de modo sencillo; estableciendo institucciones femeninas que tengan el único proposito de llevar á los hogares la chispa luminosa de la Civilización envuelta en el dulce aliento de la madre.,como pues de modo sencillo estableciendo institucciones femeninas que tengan el unico proposito de llevar a los hogares la chispa luminosa de la civilizacion envuelta en el dulce aliento de la madre,32
femina_000035,femina,35,educacion,educación,"Incuestionablemente, la carencia de una educación cívica eficiente, en nuestros hogares, ha producido el derrumbe del edificio de nuestra nacionalidad Solo una paciente e inteligente labor reconstructora podrá levantar el edificio inconscientemente arruinado.",incuestionablemente la carencia de una educacion civica eficiente en nuestros hogares ha producido el derrumbe del edificio de nuestra nacionalidad solo una paciente e inteligente labor reconstructora podra levantar el edificio inconscientemente arruinado,33
femina_000036,femina,36,mujer,mujer,"Toca á la mujer el desempeño de tan delicada e importante misión, y hora es ya. de que se labore con perseverancia por el establecimiento de nociones prácticas de civismo en el santuario puro del hogar.",toca a la mujer el desempeno de tan delicada e importante mision y hora es ya de que se labore con perseverancia por el establecimiento de nociones practicas de civismo en el santuario puro del hogar,36
femina_000036,femina,36,hogar,hogar,"Toca á la mujer el desempeño de tan delicada e importante misión, y hora es ya. de que se labore con perseverancia por el establecimiento de nociones prácticas de civismo en el santuario puro del hogar.",toca a la mujer el desempeno de tan delicada e importante mision y hora es ya de que se labore con perseverancia por el establecimiento de nociones practicas de civismo en el santuario puro del hogar,36
femina_000039,femina,39,patria,patria,"Fémina Como ave doliente que oculta el pico bajo el ala, mi humilde pluma, yacía silenciosa, abrumada por las negruras que nimban el cielo de la patria; mas en medio a las sombras, aparece radiante el bello sol de la idea, poblando con su potente luz el vasto horizonte de nuestros anhelos, y, hela aquí, fiel intérprete de esta nueva aurora, como despierta, mitigada por la esperanza de risueño amanecer.",femina como ave doliente que oculta el pico bajo el ala mi humilde pluma yacia silenciosa abrumada por las negruras que nimban el cielo de la patria mas en medio a las sombras aparece radiante el bello sol de la idea poblando con su potente luz el vasto horizonte de nuestros anhelos y hela aqui fiel interprete de esta nueva aurora como despierta mitigada por la esperanza de risueno amanecer,70
femina_000040,femina,40,mujer,mujer,"La mujer dominicana, medianamente culta, pero dotada de elevadas aspiraciones ha soñado crearse un sitio de preferencia en el mundo de las letras, y da empuje a este pensamiento lanzándose al árido campo del periodismo, para expandir, su espíritu sediento de saber.",la mujer dominicana medianamente culta pero dotada de elevadas aspiraciones ha sonado crearse un sitio de preferencia en el mundo de las letras y da empuje a este pensamiento lanzandose al arido campo del periodismo para expandir su espiritu sediento de saber,42
femina_000042,femina,42,feminismo,emancipación,"Ella, como el mágico Moisés de la sagrada leyenda, al dar con su vara en la dura roca, hizo brotar como rico maná que dará sustento á su cerebro, oscurecido por la lucha diaria de las faenas del hogar, la dulce ""FEMINA"", valiosa egida que tomará en la lid civilizadora, honroso galardón que ostentará con orgullo su erguida frente, gallardo estandarte de la mas loable institución, que llevará elocuente, el eco de su voz, del uno al otro confín, y hará saber al mundo, que ella sabe luchar y triunfar, apartando animosa los escollos del camino, para ascender triunfante á la cima de su ideal de libertad y gloria! ¡Amadas compañeras! para vosotras va un fraternal abrazo, exortándoos a proseguir sin desmayos en vuestra noble senda y lanzaremos en no lejano día el triunfal grito de la emancipación de nuestro derecho. que iluminará nuestras almas con el rayo. divino de la antorcha portentosa de la Libertad, y habremos conquistado el laurel de la Victoria! CONSUELO M.",ella como el magico moises de la sagrada leyenda al dar con su vara en la dura roca hizo brotar como rico mana que dara sustento a su cerebro oscurecido por la lucha diaria de las faenas del hogar la dulce femina valiosa egida que tomara en la lid civilizadora honroso galardon que ostentara con orgullo su erguida frente gallardo estandarte de la mas loable institucion que llevara elocuente el eco de su voz del uno al otro confin y hara saber al mundo que ella sabe luchar y triunfar apartando animosa los escollos del camino para ascender triunfante a la cima de su ideal de libertad y gloria amadas companeras para vosotras va un fraternal abrazo exortandoos a proseguir sin desmayos en vuestra noble senda y lanzaremos en no lejano dia el triunfal grito de la emancipacion de nuestro derecho que iluminara nuestras almas con el rayo divino de la antorcha portentosa de la libertad y habremos conquistado el laurel de la victoria consuelo m,166
