sentence_id,documento,orden_frase,tema,keyword_detectada,frase_original,frase_normalizada,n_palabras
femina_000379,femina,379,religion,moral,Hay algunas mujeres que dan la sensación de la fortaleza moral; pero en la mavor parte de los casos conviene desconfiar.,hay algunas mujeres que dan la sensacion de la fortaleza moral pero en la mavor parte de los casos conviene desconfiar,21
femina_000381,femina,381,mujer,mujeres,"Hay mujeres que usan, en lo que respecta á sus cualidades morales, de una especie de trucco, como hacen los japoneses para obtener las perlas.",hay mujeres que usan en lo que respecta a sus cualidades morales de una especie de trucco como hacen los japoneses para obtener las perlas,25
femina_000385,femina,385,mujer,mujer,"La mujer fuerte es de espíritu viril, ponderada en sus obras, deseosa siempre de sacrificarse por los que la rodean.",la mujer fuerte es de espiritu viril ponderada en sus obras deseosa siempre de sacrificarse por los que la rodean,20
femina_000387,femina,387,mujer,mujeres,"Su sensibilidad es superior a la de esas mujeres que sólo son sensibleras, pero que desconocen la grandeza de los máximos sacrificios.",su sensibilidad es superior a la de esas mujeres que solo son sensibleras pero que desconocen la grandeza de los maximos sacrificios,22
femina_000388,femina,388,mujer,mujer,La mujer fuerte sabe que es débil por condición de su sexo; pero mil voces le llaman al cumplimiento de deberes que cumple sin vacilar.,la mujer fuerte sabe que es debil por condicion de su sexo pero mil voces le llaman al cumplimiento de deberes que cumple sin vacilar,25
femina_000389,femina,389,mujer,mujer,"No quiere esto decir que la mujer fuerte sea una especie de marimacho, sin encantos, sin atractivos.",no quiere esto decir que la mujer fuerte sea una especie de marimacho sin encantos sin atractivos,17
femina_000391,femina,391,mujer,mujeres,"Esa disciplina de espíritu, esa unificación de carácter, esa integridad moral se refleja en el rostro, que de una belleza serena y profunda en esas mujeres de selección.",esa disciplina de espiritu esa unificacion de caracter esa integridad moral se refleja en el rostro que de una belleza serena y profunda en esas mujeres de seleccion,28
femina_000391,femina,391,religion,moral,"Esa disciplina de espíritu, esa unificación de carácter, esa integridad moral se refleja en el rostro, que de una belleza serena y profunda en esas mujeres de selección.",esa disciplina de espiritu esa unificacion de caracter esa integridad moral se refleja en el rostro que de una belleza serena y profunda en esas mujeres de seleccion,28
femina_000392,femina,392,mujer,mujer,"La mujer fuerte es una mujer dulce, paciente que no se contenta con placeres ficticios, ni con vanidades mundanas.",la mujer fuerte es una mujer dulce paciente que no se contenta con placeres ficticios ni con vanidades mundanas,19
femina_000393,femina,393,hogar,familia,"La vida de familia, tiene para ella mas encantos que los estupidos chismorreos con despreciables muñecas que se estropean el espíritu y el cuerpo en fiestas lujosas y provocativas.",la vida de familia tiene para ella mas encantos que los estupidos chismorreos con despreciables munecas que se estropean el espiritu y el cuerpo en fiestas lujosas y provocativas,29
femina_000394,femina,394,mujer,mujer,"La mujer fuerte significa una familia de costumbres austeras y unos hijos que un día también serán fuertes para luchar contra la vida, que es traicionera.—S.",la mujer fuerte significa una familia de costumbres austeras y unos hijos que un dia tambien seran fuertes para luchar contra la vida que es traicionera s,27
femina_000394,femina,394,hogar,familia,"La mujer fuerte significa una familia de costumbres austeras y unos hijos que un día también serán fuertes para luchar contra la vida, que es traicionera.—S.",la mujer fuerte significa una familia de costumbres austeras y unos hijos que un dia tambien seran fuertes para luchar contra la vida que es traicionera s,27
femina_000394,femina,394,hogar,hijos,"La mujer fuerte significa una familia de costumbres austeras y unos hijos que un día también serán fuertes para luchar contra la vida, que es traicionera.—S.",la mujer fuerte significa una familia de costumbres austeras y unos hijos que un dia tambien seran fuertes para luchar contra la vida que es traicionera s,27
femina_000396,femina,396,religion,cristiana,"Yo quisiera encontrar las nuevas letras de una nueva palabra. sin sentido tal vez a quien la orera. si quien la opara no dres tí, mi aniada; mas, tan dulce a tu oido, que en tu oido fuera una oración cristiana Y hacer de esa palabra un solo nombre, único nombre de expresión tan rara, que solo tú pudieras entenderia. y sólo á lograras escucharia! Y cuando con amigas por el bosque una fresca mañana. o en clara noche de jardín overas enue voz que ese nombre pronunciara. que pronta y cándida emoción la tuya las jóvenes amigas, asustadas al verte así, preguntarán ¿Qué tienes Por que te has puesto palida? Y tú, tranquila ya contestarías con suma sencillez.",yo quisiera encontrar las nuevas letras de una nueva palabra sin sentido tal vez a quien la orera si quien la opara no dres ti mi aniada mas tan dulce a tu oido que en tu oido fuera una oracion cristiana y hacer de esa palabra un solo nombre unico nombre de expresion tan rara que solo tu pudieras entenderia y solo a lograras escucharia y cuando con amigas por el bosque una fresca manana o en clara noche de jardin overas enue voz que ese nombre pronunciara que pronta y candida emocion la tuya las jovenes amigas asustadas al verte asi preguntaran que tienes por que te has puesto palida y tu tranquila ya contestarias con suma sencillez,119
femina_000403,femina,403,religion,virtud,La virtud egoísta es una cualidad negátiva cuya existencia no encenderá en las almas ningún ilusorio relámpago de júbilo.,la virtud egoista es una cualidad negativa cuya existencia no encendera en las almas ningun ilusorio relampago de jubilo,19
femina_000404,femina,404,religion,virtud,"La verdadera virtud debe trascender a los demás dilatarse en el mayor número de espíritus: refundirse en las vidas ajenas; ser, en fin, una formidable fuerza creadora, siempre en acción en pro de los derechos humanos.",la verdadera virtud debe trascender a los demas dilatarse en el mayor numero de espiritus refundirse en las vidas ajenas ser en fin una formidable fuerza creadora siempre en accion en pro de los derechos humanos,36
femina_000424,femina,424,mujer,mujeres,"Yo vago por el mundo, escribo, peno y canto, nas veces me sobra y otras me falta para amar corazón; A las mujeres amo tan fácil cual me encanto De sus divinas gracias con mágica efusión.",yo vago por el mundo escribo peno y canto nas veces me sobra y otras me falta para amar corazon a las mujeres amo tan facil cual me encanto de sus divinas gracias con magica efusion,36
femina_000426,femina,426,hogar,hogar,"Nómada, bohemio o peregrino, Yo tengo por hogar el mundo, y dejo en mi camino La hulla triste, oscura, de un martir corazón...",nomada bohemio o peregrino yo tengo por hogar el mundo y dejo en mi camino la hulla triste oscura de un martir corazon,23
femina_000427,femina,427,patria,pueblo,Me desterré vo mismo del viejo pueblo ibero.,me desterre vo mismo del viejo pueblo ibero,8
femina_000438,femina,438,mujer,madre,"Inclinada sobre él, su madre le reprende, Pero él quiere, por de pronto, arrullar. su canción.",inclinada sobre el su madre le reprende pero el quiere por de pronto arrullar su cancion,16
femina_000439,femina,439,mujer,madre,"¡Ahora da saltitos de alegría! Se parece tanto, á su madre que cree haberla encontrado en el espejo.",ahora da saltitos de alegria se parece tanto a su madre que cree haberla encontrado en el espejo,18
